x1,y1,theta1,hue1,sat1,x2,y2,theta2,hue2,sat2,x3,y3,theta3,hue3,sat3
-0.036183,0.090870,0.461320,0.039739,0.295579,-0.163139,-0.106813,0.185008,0.334811,0.480562,0.087689,-0.135178,0.514564,0.570504,0.341233
-0.034180,0.092002,0.457298,0.036363,0.305911,-0.159059,-0.104916,0.179926,0.334671,0.477045,0.091135,-0.133632,0.517113,0.580502,0.347619
-0.031222,0.092753,0.457812,0.032219,0.311496,-0.155133,-0.103580,0.174506,0.332348,0.491415,0.095558,-0.132134,0.512209,0.579597,0.357682
-0.029491,0.095153,0.448831,0.025099,0.322186,-0.152876,-0.100983,0.162442,0.343129,0.477392,0.098291,-0.129327,0.507090,0.585956,0.357344
-0.027318,0.097875,0.437081,0.020112,0.330209,-0.150671,-0.097448,0.161526,0.341936,0.474706,0.100646,-0.124592,0.506262,0.596647,0.357165
-0.025863,0.100864,0.426076,0.019143,0.337589,-0.148913,-0.093512,0.160869,0.345710,0.461380,0.101581,-0.120156,0.504027,0.598727,0.358009
-0.023764,0.104111,0.413178,0.015821,0.347064,-0.147101,-0.090694,0.154310,0.339252,0.474323,0.102761,-0.116998,0.499699,0.601021,0.357578
-0.022441,0.108009,0.402571,0.022359,0.330268,-0.145404,-0.087676,0.151807,0.329255,0.476957,0.103610,-0.114006,0.492494,0.603431,0.356351
-0.020803,0.110108,0.390312,0.018834,0.332149,-0.143432,-0.085981,0.140266,0.324934,0.477865,0.106118,-0.112028,0.492298,0.602648,0.362223
-0.019347,0.112893,0.383884,0.011881,0.342141,-0.141553,-0.082080,0.137399,0.325610,0.475053,0.108285,-0.108168,0.492693,0.612825,0.364370
-0.017600,0.116631,0.378137,0.005342,0.354299,-0.139525,-0.077877,0.135531,0.326942,0.474103,0.110328,-0.104029,0.494748,0.620067,0.363951
-0.015806,0.119304,0.369568,0.004914,0.368380,-0.138059,-0.076209,0.130069,0.325430,0.471541,0.111844,-0.101934,0.493049,0.622947,0.369421
-0.014368,0.121065,0.359149,0.003872,0.372641,-0.137054,-0.075238,0.129011,0.324459,0.468795,0.112529,-0.100675,0.487318,0.626351,0.369282
-0.012950,0.122958,0.347597,0.003869,0.365717,-0.136042,-0.074628,0.123027,0.323265,0.466366,0.113248,-0.100158,0.483531,0.628807,0.370077
-0.011927,0.124792,0.338220,0.003627,0.359710,-0.135133,-0.073631,0.117596,0.322855,0.464927,0.113863,-0.099184,0.478013,0.630055,0.370588
-0.010779,0.125801,0.329593,0.001487,0.363057,-0.133785,-0.072943,0.108820,0.322081,0.463365,0.114664,-0.098445,0.471163,0.631995,0.369076
-0.009874,0.126807,0.322164,0.999806,0.368721,-0.132697,-0.071983,0.104352,0.320661,0.458569,0.115400,-0.097628,0.463887,0.633973,0.368381
-0.008844,0.127572,0.317020,0.999202,0.373886,-0.131742,-0.071252,0.097044,0.321292,0.456777,0.115878,-0.097412,0.461872,0.637275,0.368482
-0.008689,0.127910,0.315973,0.997601,0.378760,-0.130845,-0.070556,0.093554,0.321890,0.456324,0.115695,-0.097298,0.462762,0.636152,0.368275
