x,y,theta,hue_rad,saturation,is_anomaly
-0.031222,0.092753,0.457812,0.202438,0.311496,0
-0.155133,-0.103580,0.174506,2.088204,0.491415,0
0.095558,-0.132134,0.512209,3.641715,0.357682,0
-0.029491,0.095153,0.448831,0.157702,0.322186,0
-0.152876,-0.100983,0.162442,2.155943,0.477392,0
0.098291,-0.129327,0.507090,3.681670,0.357344,0
-0.027318,0.097875,0.437081,0.126367,0.330209,0
-0.150671,-0.097448,0.161526,2.148447,0.474706,0
0.100646,-0.124592,0.506262,3.748844,0.357165,0
-0.025863,0.100864,0.426076,0.120279,0.337589,0
-0.148913,-0.093512,0.160869,2.172160,0.461380,0
0.101581,-0.120156,0.504027,3.761913,0.358009,0
-0.023764,0.104111,0.413178,0.099406,0.347064,0
-0.147101,-0.090694,0.154310,2.131583,0.474323,0
0.102761,-0.116998,0.499699,3.776326,0.357578,0
-0.022441,0.108009,0.402571,0.140486,0.330268,0
-0.145404,-0.087676,0.151807,2.068770,0.476957,0
0.103610,-0.114006,0.492494,3.791469,0.356351,0
-0.020803,0.110108,0.390312,0.118338,0.332149,0
-0.143432,-0.085981,0.140266,2.041621,0.477865,0
0.106118,-0.112028,0.492298,3.786549,0.362223,0
-0.019347,0.112893,0.383884,0.074651,0.342141,0
-0.141553,-0.082080,0.137399,2.045868,0.475053,0
0.108285,-0.108168,0.492693,3.850493,0.364370,0
-0.017600,0.116631,0.378137,0.033565,0.354299,0
-0.139525,-0.077877,0.135531,2.054237,0.474103,0
0.110328,-0.104029,0.494748,3.895996,0.363951,0
-0.015806,0.119304,0.369568,0.030876,0.368380,0
-0.138059,-0.076209,0.130069,2.044737,0.471541,0
0.111844,-0.101934,0.493049,3.914091,0.369421,0
-0.014368,0.121065,0.359149,0.024328,0.372641,0
-0.137054,-0.075238,0.129011,2.038636,0.468795,0
0.112529,-0.100675,0.487318,3.935479,0.369282,0
-0.012950,0.122958,0.347597,0.024310,0.365717,0
-0.136042,-0.074628,0.123027,2.031134,0.466366,0
0.113248,-0.100158,0.483531,3.950911,0.370077,0
-0.011927,0.124792,0.338220,0.022789,0.359710,0
-0.135133,-0.073631,0.117596,2.028558,0.464927,0
0.113863,-0.099184,0.478013,3.958752,0.370588,0
-0.010779,0.125801,0.329593,0.009343,0.363057,0
-0.133785,-0.072943,0.108820,2.023695,0.463365,0
0.114664,-0.098445,0.471163,3.970942,0.369076,0
-0.009874,0.126807,0.322164,6.281966,0.368721,0
-0.132697,-0.071983,0.104352,2.014772,0.458569,0
0.115400,-0.097628,0.463887,3.983370,0.368381,0
