Frame,Time,Quat_X,Quat_Y,Quat_Z,Quat_W,Marker1_X,Marker1_Y,Marker1_Z,Marker2_X,Marker2_Y,Marker2_Z,Marker3_X,Marker3_Y,Marker3_Z,Roll_deg,Pitch_deg,Yaw_deg
252,2.52,-0.017016,0.823648,-0.014665,-0.566656,-0.125029,0.147623,-0.434494,0.89686,-0.084496,0.148177,-0.566279,-0.114485,0.148992,-179.21875580790973,-69.05904531280275,-178.17048388130252
253,2.53,-0.021254,0.823874,-0.015794,-0.566154,-0.125096,0.147233,-0.434458,0.773109,-0.084341,0.148465,-0.566273,-0.114491,0.149005,-179.68694849919075,-68.99521468751249,-177.2595990522092
254,2.54,-0.018614,0.82348,-0.015354,-0.566832,-0.124942,0.14767,-0.43449,0.879425,-0.084426,0.148472,-0.566225,-0.114471,0.149086,-179.32817688392663,-69.0866340999759,-177.87268789638526
255,2.55,-0.014747,0.823801,-0.012202,-0.566555,-0.125071,0.147646,-0.434462,0.902383,-0.084478,0.148159,-0.566269,-0.114487,0.149019,-179.45640780284532,-69.0378618044755,-178.32275828640041
256,2.56,-0.010874,0.82342,-0.010861,-0.567225,-0.125002,0.147843,-0.434395,0.923624,-0.084742,0.14782,-0.566139,-0.1144,0.148838,-179.1074816618166,-69.12580114266537,-179.10166700308187
257,2.57,-0.00965,0.823413,-0.009766,-0.567277,-0.125033,0.147875,-0.434401,0.909519,-0.08477,0.147789,-0.566161,-0.1145,0.148844,-179.1741749901122,-69.13062126099157,-179.2260716203908
258,2.58,-0.015731,0.823674,-0.013652,-0.566681,-0.125048,0.147629,-0.434485,0.895369,-0.084546,0.148136,-0.566319,-0.114457,0.148889,-179.25281914201756,-69.0592200125155,-178.32582651016287
259,2.59,-0.016072,0.822977,-0.016692,-0.567602,-0.124906,0.147779,-0.434534,0.868781,-0.084716,0.147731,-0.566521,-0.114405,0.14888,-178.51117834310716,-69.19316856092485,-178.78938335932648
260,2.6,-0.016634,0.82292,-0.017002,-0.567659,-0.124887,0.14782,-0.434533,0.859133,-0.084662,0.147746,-0.566505,-0.11448,0.149096,-178.53177026358935,-69.20255504631629,-178.69697248926144
261,2.61,-0.01916,0.823917,-0.014549,-0.566199,-0.125134,0.147216,-0.434412,0.786395,-0.084445,0.148194,-0.566239,-0.114426,0.148937,-179.6359096048651,-68.99665143737654,-177.58589242834026
262,2.62,-0.010855,0.823377,-0.010527,-0.567294,-0.124993,0.147831,-0.434404,0.925486,-0.084731,0.147792,-0.566159,-0.114463,0.148976,-179.19251717570808,-69.13499774749152,-179.0457447434189
263,2.63,-0.00932,0.823425,-0.008994,-0.567278,-0.125048,0.147821,-0.434357,0.916674,-0.08479,0.147786,-0.566108,-0.114523,0.148865,-179.3184446450599,-69.12972476017926,-179.17260361358865
264,2.64,-0.008012,0.823284,-0.00988,-0.567488,-0.124861,0.148322,-0.434424,0.886015,-0.084684,0.147969,-0.566168,-0.114464,0.14893,-178.8445391250485,-69.15812561675928,-179.681349070729
265,2.65,-0.01705,0.823624,-0.014406,-0.566697,-0.125004,0.147647,-0.434493,0.898761,-0.08447,0.148284,-0.566242,-0.114503,0.148995,-179.29350714379885,-69.06425649494508,-178.11430370417102
266,2.66,-0.016313,0.822949,-0.016865,-0.567631,-0.124877,0.147821,-0.434582,0.862076,-0.084678,0.147758,-0.566581,-0.114415,0.148987,-178.5093615232733,-69.19794915961928,-178.75710881850245
267,2.67,-0.015813,0.822988,-0.016321,-0.567604,-0.124943,0.147723,-0.434507,0.866754,-0.084707,0.147671,-0.566515,-0.11451,0.148859,-178.5622659691196,-69.19242652427704,-178.79020679277494
268,2.68,-0.010619,0.8234,-0.011128,-0.567253,-0.124941,0.148075,-0.434434,0.921023,-0.084657,0.147967,-0.566193,-0.114421,0.148984,-178.9902286766024,-69.12958876443575,-179.2179377923573
269,2.69,-0.008003,0.823474,-0.008066,-0.567241,-0.124979,0.148048,-0.434386,0.923619,-0.084887,0.147591,-0.566139,-0.114122,0.149537,-179.32392042854062,-69.1226675119154,-179.35209498085362
270,2.7,-0.01046,0.82352,-0.010293,-0.567097,-0.125086,0.14786,-0.434384,0.931155,-0.084762,0.1478,-0.566111,-0.114516,0.148954,-179.18231852450538,-69.10679456653558,-179.10768866870353
271,2.71,-0.019528,0.823804,-0.014726,-0.566347,-0.125158,0.147248,-0.434386,0.796654,-0.084499,0.148251,-0.566225,-0.114512,0.149022,-179.65702716641593,-69.01800345547008,-177.5199532656087
272,2.72,-0.016755,0.822903,-0.017408,-0.567668,-0.124874,0.147849,-0.434567,0.860605,-0.084677,0.147734,-0.566528,-0.114447,0.149086,-178.44607657781415,-69.2046902596614,-178.7392499637648
273,2.73,-0.016043,0.823007,-0.016729,-0.567558,-0.124933,0.147764,-0.434549,0.864498,-0.084688,0.147706,-0.566566,-0.114507,0.148855,-178.4960711732328,-69.18701602613649,-178.80380248285604
274,2.74,-0.018274,0.823891,-0.013724,-0.566287,-0.125165,0.147237,-0.434442,0.787004,-0.084498,0.148153,-0.566312,-0.114487,0.148977,-179.69334120966508,-69.00618560848076,-177.6695453184595
275,2.75,-0.01036,0.823528,-0.01015,-0.56709,-0.125104,0.14788,-0.434401,0.932712,-0.084771,0.147826,-0.566119,-0.114522,0.148975,-179.2019347588008,-69.10559327935863,-179.10809439041694
276,2.76,-0.01003,0.823326,-0.010657,-0.567381,-0.125053,0.147922,-0.434351,0.917656,-0.084854,0.147713,-0.566104,-0.114467,0.148914,-179.00742174062148,-69.14636326420062,-179.28814043816757
277,2.77,-0.008292,0.823295,-0.00964,-0.567472,-0.124869,0.148254,-0.434386,0.891099,-0.084674,0.147983,-0.566106,-0.114458,0.148949,-178.959390145951,-69.15614363884087,-179.56319683393036
278,2.78,-0.019768,0.823858,-0.014952,-0.566255,-0.125122,0.147236,-0.434402,0.780722,-0.084461,0.148249,-0.56623,-0.114448,0.149021,-179.6403016952068,-69.00609855618377,-177.49821862621528
279,2.79,-0.016665,0.822826,-0.017345,-0.567784,-0.124872,0.147771,-0.434591,0.867052,-0.084727,0.147641,-0.566585,-0.114444,0.149011,-178.44623873664744,-69.22055052602049,-178.7517652947777
280,2.8,-0.017162,0.823723,-0.014833,-0.566538,-0.125001,0.147699,-0.434543,0.893375,-0.08444,0.148289,-0.56627,-0.114414,0.149009,-179.20048700995244,-69.04312401435566,-178.16280260012707
281,2.81,-0.009926,0.823207,-0.011865,-0.567531,-0.124799,0.1484,-0.43449,0.899353,-0.084601,0.148063,-0.56622,-0.114368,0.149067,-178.66781491626682,-69.16789146762625,-179.5368384389261
282,2.82,-0.009494,0.823378,-0.010048,-0.567324,-0.125031,0.147893,-0.434381,0.906028,-0.08483,0.147721,-0.566165,-0.11443,0.14882,-179.07097060103345,-69.13705494240564,-179.3189019427016
283,2.83,-0.011343,0.823379,-0.011201,-0.567268,-0.125008,0.147904,-0.434397,0.924261,-0.084729,0.147862,-0.566147,-0.114496,0.14901,-179.1030180419554,-69.13258779162167,-179.0394831070364
284,2.84,-0.018993,0.823864,-0.014611,-0.566281,-0.125167,0.147307,-0.434374,0.802688,-0.0845,0.148245,-0.566256,-0.114482,0.148987,-179.58987943085165,-69.00825878302275,-177.64063824999062
285,2.85,-0.017216,0.8236,-0.01471,-0.56672,-0.125003,0.147607,-0.434469,0.896496,-0.084475,0.14827,-0.566262,-0.114496,0.148868,-179.2434804054521,-69.06841540525238,-178.1256187641916
286,2.86,-0.017968,0.823588,-0.015406,-0.566695,-0.125006,0.147572,-0.434558,0.88844,-0.084457,0.148227,-0.566305,-0.114515,0.148915,-179.19626293966917,-69.06718928239827,-178.0534784347912
287,2.87,-0.016981,0.823769,-0.014315,-0.566491,-0.125012,0.147578,-0.434524,0.897923,-0.084444,0.1482,-0.566288,-0.114408,0.148963,-179.30413636428457,-69.03539207185204,-178.11674540325058
288,2.88,-0.009554,0.823029,-0.011693,-0.567799,-0.124777,0.14839,-0.434437,0.894107,-0.084642,0.147997,-0.566188,-0.114473,0.149039,-178.64462400079856,-69.20449235660193,-179.60495507358777
289,2.89,-0.011275,0.823375,-0.01081,-0.567282,-0.125011,0.147849,-0.43435,0.915879,-0.084737,0.147893,-0.56611,-0.114471,0.148934,-179.1941959745813,-69.1339029347961,-178.98612652290205
290,2.9,-0.008341,0.823355,-0.010055,-0.567377,-0.124934,0.148279,-0.434418,0.907116,-0.084707,0.147962,-0.566182,-0.114475,0.148912,-178.85852261655347,-69.14318942901345,-179.62580168093763
291,2.91,-0.015948,0.823667,-0.013483,-0.56669,-0.125044,0.14764,-0.43445,0.898052,-0.084504,0.148199,-0.566217,-0.114548,0.148976,-179.3369304355221,-69.0604106808505,-178.23777086264923
292,2.92,-0.017244,0.823638,-0.01478,-0.566661,-0.12495,0.147711,-0.434561,0.88115,-0.084426,0.148316,-0.566274,-0.114375,0.14905,-179.22984691350985,-69.06025674963334,-178.13113025357643
293,2.93,-0.017741,0.823625,-0.01517,-0.566654,-0.124992,0.147618,-0.434503,0.897983,-0.084441,0.148294,-0.566277,-0.114454,0.148919,-179.2171603556459,-69.06061993369367,-178.07070702272293
294,2.94,-0.015889,0.823747,-0.01332,-0.566579,-0.125035,0.147599,-0.434509,0.899028,-0.084494,0.148161,-0.566293,-0.114415,0.148972,-179.36880782432402,-69.04454916892958,-178.22412694259995
