x1,y1,theta1,hue1,sat1,x2,y2,theta2,hue2,sat2,x3,y3,theta3,hue3,sat3
-0.671821,-0.562029,0.021879,0.100059,0.764914,-0.466218,-0.375985,-1.588096,0.108361,0.187418,-0.275896,-0.574094,0.097790,0.611191,0.645469
-0.669410,-0.552423,0.031694,0.101735,0.751171,-0.461661,-0.364914,-1.591262,0.102804,0.185692,-0.273079,-0.563066,0.097509,0.621115,0.626703
-0.665922,-0.544948,0.032465,0.102524,0.747132,-0.457091,-0.354986,-1.592786,0.102804,0.186485,-0.269520,-0.552889,0.102003,0.609936,0.626703
-0.662697,-0.535535,0.031722,0.097082,0.734320,-0.452276,-0.346417,-1.591180,0.102271,0.187350,-0.266372,-0.543957,0.099187,0.597314,0.628438
-0.659773,-0.524233,0.041638,0.101134,0.740563,-0.447935,-0.333356,-1.589715,0.102271,0.187567,-0.263227,-0.532282,0.108414,0.601597,0.628438
-0.657964,-0.513544,0.048080,0.102093,0.731580,-0.445303,-0.320854,-1.594362,0.097539,0.189819,-0.260323,-0.520120,0.118947,0.575881,0.612148
-0.655866,-0.501704,0.051316,0.095032,0.747423,-0.442839,-0.307428,-1.596482,0.097539,0.188320,-0.258562,-0.508421,0.127414,0.577531,0.612148
-0.655862,-0.485997,0.046127,0.095186,0.752197,-0.439725,-0.290373,-1.595297,0.093835,0.182625,-0.258255,-0.491572,0.130742,0.595236,0.581877
-0.652913,-0.473861,0.053972,0.092758,0.741027,-0.436857,-0.277484,-1.598739,0.093835,0.185744,-0.256206,-0.479531,0.133490,0.553257,0.581877
-0.649589,-0.462204,0.062417,0.088786,0.736049,-0.430696,-0.264595,-1.599418,0.087865,0.185056,-0.253486,-0.466133,0.135833,0.547783,0.535319
-0.649934,-0.444747,0.062806,0.089248,0.732289,-0.428929,-0.246921,-1.592880,0.087865,0.177906,-0.252340,-0.447121,0.145518,0.567236,0.535319
-0.648426,-0.427754,0.064437,0.085848,0.736005,-0.425048,-0.230396,-1.595469,0.087865,0.168852,-0.248048,-0.429732,0.153922,0.588704,0.535319
-0.646311,-0.412564,0.063461,0.084542,0.727000,-0.420923,-0.217454,-1.592061,0.082424,0.167153,-0.243480,-0.415929,0.155492,0.586976,0.546437
-0.641640,-0.401794,0.061256,0.084070,0.719942,-0.415663,-0.205389,-1.600596,0.075157,0.165141,-0.238206,-0.404456,0.152582,0.590890,0.550286
-0.638237,-0.392081,0.060124,0.079587,0.708283,-0.410271,-0.193769,-1.593878,0.073114,0.165316,-0.234579,-0.392710,0.151242,0.574609,0.544288
-0.633581,-0.380991,0.059630,0.079587,0.708283,-0.405746,-0.181879,-1.605483,0.070569,0.161410,-0.230098,-0.380940,0.152537,0.571196,0.533574
-0.629938,-0.367708,0.054425,0.079105,0.694279,-0.402047,-0.168843,-1.600383,0.059374,0.160977,-0.226493,-0.366784,0.155414,0.552153,0.516486
-0.625017,-0.355967,0.066337,0.075048,0.697968,-0.397254,-0.154795,-1.605673,0.059576,0.159581,-0.222975,-0.352443,0.154529,0.543146,0.519416
-0.622556,-0.339225,0.063792,0.076158,0.693360,-0.394101,-0.139119,-1.617758,0.059576,0.159287,-0.218901,-0.335919,0.166876,0.519218,0.519416
-0.619742,-0.322943,0.067153,0.076158,0.693360,-0.390913,-0.122013,-1.602258,0.056103,0.157738,-0.215587,-0.319503,0.169979,0.512769,0.516717
-0.618324,-0.303151,0.072523,0.071381,0.684255,-0.389002,-0.103272,-1.611369,0.044331,0.155671,-0.211672,-0.300084,0.185616,0.499213,0.508818
-0.617108,-0.284512,0.076341,0.068608,0.700268,-0.384988,-0.083958,-1.606440,0.044331,0.148887,-0.207966,-0.280765,0.195595,0.540012,0.508818
-0.612848,-0.267433,0.077375,0.062853,0.676263,-0.381969,-0.065760,-1.608996,0.030091,0.147867,-0.204594,-0.263447,0.198375,0.486411,0.498502
-0.608651,-0.252329,0.083105,0.064457,0.674702,-0.377704,-0.048516,-1.610245,0.030091,0.145254,-0.201042,-0.247574,0.203161,0.473617,0.498502
-0.606121,-0.232283,0.094914,0.055675,0.664384,-0.374085,-0.027312,-1.612922,0.002342,0.140494,-0.198068,-0.226433,0.215999,0.461864,0.515892
-0.604674,-0.210542,0.084459,0.055768,0.660144,-0.370706,-0.005629,-1.616689,0.002342,0.133702,-0.194832,-0.204673,0.228398,0.442808,0.515892
-0.602548,-0.188767,0.094565,0.050242,0.639198,-0.367457,0.015939,-1.615455,0.992196,0.125166,-0.190762,-0.183854,0.239570,0.423036,0.526528
-0.601507,-0.166061,0.091087,0.046392,0.650615,-0.363677,0.039713,-1.614192,0.990240,0.116050,-0.188286,-0.159259,0.248610,0.413130,0.494140
-0.599978,-0.141380,0.092808,0.037727,0.636141,-0.359732,0.063779,-1.614226,0.946855,0.102248,-0.186262,-0.135337,0.252671,0.412123,0.501720
-0.597444,-0.117899,0.091384,0.036580,0.633174,-0.356041,0.088185,-1.620453,0.946855,0.088398,-0.183613,-0.110440,0.263950,0.412072,0.501720
-0.593974,-0.095041,0.100028,0.036580,0.633174,-0.352096,0.110615,-1.621284,0.946855,0.078469,-0.180187,-0.087938,0.279466,0.408021,0.501720
-0.591476,-0.071441,0.100293,0.036580,0.633174,-0.349035,0.133123,-1.614769,0.946855,0.065809,-0.177074,-0.064556,0.293828,0.406835,0.501720
-0.589140,-0.048794,0.108462,0.036580,0.633174,-0.345479,0.156503,-1.610854,0.946855,0.042339,-0.174356,-0.039892,0.304585,0.403969,0.501720
-0.588968,-0.024449,0.102527,0.036580,0.633174,-0.341993,0.182090,-1.607846,0.946855,0.008393,-0.171713,-0.014399,0.318738,0.413720,0.501720
-0.587007,0.000313,0.104551,0.036580,0.633174,-0.338640,0.207060,-1.609809,0.946855,0.976018,-0.168665,0.012134,0.332453,0.431193,0.501720
-0.584678,0.025072,0.111169,0.036580,0.633174,-0.335393,0.231854,-1.604423,0.946855,0.951199,-0.163648,0.034321,0.325472,0.418360,0.501720
-0.578680,0.047410,0.088707,0.992511,0.627708,-0.319465,0.239515,-1.596027,0.946855,0.937068,-0.139429,0.038324,0.307394,0.412143,0.501720
-0.555793,0.055988,0.055725,0.977344,0.599629,-0.290201,0.236704,-1.586220,0.946855,0.933585,-0.112600,0.044457,0.323782,0.364383,0.501720
-0.526073,0.067274,0.080817,0.970852,0.589513,-0.262446,0.237833,-1.585647,0.946855,0.916312,-0.090573,0.057400,0.339462,0.326518,0.501720
-0.501276,0.090926,0.132702,0.967384,0.560611,-0.234907,0.235879,-1.582383,0.946855,0.888555,-0.071406,0.082695,0.385688,0.300644,0.501720
-0.484597,0.110352,0.109248,0.958287,0.558943,-0.209133,0.240624,-1.557588,0.917430,0.851585,-0.048166,0.103736,0.439981,0.404566,0.493545
-0.483302,0.105826,0.055889,0.947373,0.562311,-0.186092,0.240965,-1.556633,0.875661,0.851585,-0.038705,0.091871,0.369448,0.404566,0.436870
-0.459228,0.108991,0.057765,0.956516,0.549352,-0.180895,0.238209,-1.543260,0.861449,0.811217,-0.015870,0.093062,0.370331,0.345111,0.416180
-0.426807,0.109234,0.049595,0.950782,0.542818,-0.156608,0.238346,-1.553742,0.855250,0.756584,0.017488,0.098453,0.373004,0.346998,0.408635
-0.392293,0.109788,0.062428,0.936141,0.533999,-0.127498,0.236008,-1.546626,0.837211,0.706383,0.048177,0.095093,0.382306,0.333966,0.384280
