timestep,x_c,y_c,radius,p_current,q_current,beta_current,p_error,q_error,beta_error,vp,vq,vbeta,vx_c,vy_c,jacobian_cond
351,-0.4103371454882861,-0.03154081065892821,0.41154756189837555,0.33000000136886987,0.3299990101675058,60.000000021671596,-1.3688698508040886e-09,9.898324941914893e-07,-2.1671599877462482e-08,-6.844349254020443e-10,4.949162470957447e-07,-3.7824077203652e-12,0.027170744435713327,-0.2007107062645868,10.674433979730125
352,-0.40778353151251606,-0.05172639099895199,0.41105112589384263,0.33000000143101604,0.3299989652295331,60.00000002169287,-1.4310160278974138e-09,1.0347704669233515e-06,-2.169287142717211e-08,-7.155080139487069e-10,5.173852334616758e-07,-3.7861203061595465e-12,0.03154787381694535,-0.19950161639088376,10.674434242701018
353,-0.4048231891080178,-0.07178975736312773,0.411139372599904,0.3300000014959835,0.32999891825139566,60.00000002171413,-1.4959835037409164e-09,1.0817486043590563e-06,-2.171413025466301e-08,-7.479917518704582e-10,5.408743021795281e-07,-3.7898306715078436e-12,0.03909375404861472,-0.19778200420510525,10.674434518335167
354,-0.40130687252040836,-0.09169758758925169,0.4116499161931164,0.33000000156390064,0.32999886914047105,60.00000002173533,-1.563900620116243e-09,1.1308595289638568e-06,-2.173533819327901e-08,-7.819503100581215e-10,5.654297644819284e-07,-3.7935321550719435e-12,0.048135896815321294,-0.19544912570650258,10.674434806799386
355,-0.3971664495081355,-0.11142219458124498,0.4124998109820163,0.33000000163490106,0.3299988177999315,60.000000021756506,-1.6349010478755588e-09,1.1822000685057787e-06,-2.1756507965238833e-08,-8.174505239377794e-10,5.911000342528894e-07,-3.797226977297896e-12,0.055966713364839805,-0.19297086112335854,10.674435108513537
356,-0.3924223939470799,-0.13095575363090028,0.4136964402556471,0.3300000017091249,0.32999876412855367,60.00000002177759,-1.7091248971645712e-09,1.235871446347847e-06,-2.177758868166757e-08,-8.545624485822856e-10,6.179357231739235e-07,-3.800906256401504e-12,0.061525315082111856,-0.1908778051751415,10.674435423573858
357,-0.3871376004562648,-0.15030660532646223,0.4152921830371954,0.33000000178671846,0.3299987080205184,60.0000000217986,-1.7867184398667746e-09,1.291979481621297e-06,-2.1798605787002682e-08,-8.933592199333873e-10,6.459897408106485e-07,-3.804574433274865e-12,0.06546515326916275,-0.18924534535991938,10.674435752535977
358,-0.38136478444757865,-0.1694845706065756,0.4173297479097835,0.33000000186783474,0.32999864936520246,60.00000002181955,-1.8678347202261136e-09,1.350634797558925e-06,-2.1819559281244166e-08,-9.339173601130568e-10,6.753173987794625e-07,-3.808231507917981e-12,0.06911535217047443,-0.18774563644047848,10.674436097105135
359,-0.3751148120419004,-0.18848770477920207,0.41980797642036516,0.3300000019526337,0.32999858804696036,60.00000002184044,-1.9526336658692856e-09,1.4119530396539126e-06,-2.1840449164392015e-08,-9.763168329346428e-10,7.059765198269563e-07,-3.81187748033085e-12,0.07363337331988053,-0.18595194921805158,10.674436456399928
360,-0.3683614716076411,-0.2073004930255781,0.42268625264325166,0.33000000204128244,0.32999852394489637,60.00000002186131,-2.0412824208726477e-09,1.476055103644125e-06,-2.1861313603102417e-08,-1.0206412104363238e-09,7.380275518220625e-07,-3.81551901185162e-12,0.07927865834276313,-0.18368647751773318,10.674436832996024
361,-0.3610779653986917,-0.22590607300598,0.4259235270766831,0.33000000213395586,0.3299984569326262,60.00000002188209,-2.1339558453625784e-09,1.5430673738214828e-06,-2.1882088986281738e-08,-1.0669779226812892e-09,7.715336869107414e-07,-3.819145000250046e-12,0.0852055968322108,-0.1812209402644419,10.674437226303867
362,-0.3532629467360282,-0.2442972286276248,0.42950651386417865,0.3300000022308366,0.32999838687802785,60.000000021902835,-2.2308365710266287e-09,1.6131219721660095e-06,-2.1902838925023604e-08,-1.1154182855133143e-09,8.065609860830047e-07,-3.822766547756373e-12,0.09055214387989967,-0.1789083211786018,10.674437637646419
363,-0.3449245989708423,-0.26246910282867947,0.4334316657962225,0.33000000233211557,0.32999831364298077,60.000000021923505,-2.332115556225034e-09,1.6863570192482413e-06,-2.1923512530453118e-08,-1.166057778112517e-09,8.431785096241207e-07,-3.826374772586405e-12,0.09559449004398637,-0.17660217552993515,10.674438067578143
364,-0.3360609827702383,-0.2804086880930755,0.43768255219802643,0.3300000024379926,0.32999823708309395,60.00000002194413,-2.4379925855910756e-09,1.7629169060673355e-06,-2.1944135247007726e-08,-1.2189962927955378e-09,8.814584530336678e-07,-3.82997411563224e-12,0.10089242549906138,-0.17397577745508458,10.674438517075444
365,-0.32666732719844793,-0.298097368223045,0.4422370219695356,0.33000000254867645,0.32999815704742114,60.000000021964674,-2.5486764365645342e-09,1.842952578878787e-06,-2.196468163024998e-08,-1.2743382182822671e-09,9.214762894393935e-07,-3.833560136001779e-12,0.10630414104551662,-0.17103234816290439,10.674438986705983
366,-0.31674614029554465,-0.3155160171787195,0.44707770520173207,0.3300000026643853,0.32999807337816306,60.00000002198519,-2.664385267969749e-09,1.9266218369562438e-06,-2.1985189846836057e-08,-1.3321926339848744e-09,9.633109184781219e-07,-3.83713949503317e-12,0.11152093342159167,-0.16788576215636136,10.674439477474028
367,-0.306302074678122,-0.33264214776181344,0.4521855364999128,0.33000000278534725,0.32999798591035656,60.00000002200563,-2.78534723063828e-09,2.0140896434539535e-06,-2.2005634452328506e-08,-1.39267361531914e-09,1.0070448217269767e-06,-3.840707751834316e-12,0.11664115951293554,-0.1644358771372278,10.674439990667503
368,-0.2953296229089358,-0.34944176935197113,0.45752501170468307,0.3300000029118008,0.329997894471549,60.00000002202602,-2.9118008004758167e-09,2.105528451035177e-06,-2.202602816894605e-08,-1.4559004002379083e-09,1.0527642255175884e-06,-3.844267126851264e-12,0.12205352789959527,-0.1603776727329036,10.674440527103231
369,-0.28380583091114364,-0.3658626398214421,0.46303479445531837,0.33000000304399535,0.3299977988814588,60.00000002204634,-3.0439953335736902e-09,2.201118541211855e-06,-2.204634555225124e-08,-1.5219976667868451e-09,1.1005592706059275e-06,-3.847813179191917e-12,0.12810252531197486,-0.1553711785452009,10.674441088473264
370,-0.27169440650360716,-0.3818344556585996,0.46863141385682455,0.3300000031821914,0.3299976989516195,60.00000002206661,-3.18219139927578e-09,2.301048380504156e-06,-2.2066612046681525e-08,-1.59109569963789e-09,1.150524190252078e-06,-3.851350349748372e-12,0.13482566696931006,-0.14924021695077563,10.674441675444555
371,-0.25895806834416996,-0.39727657487286905,0.47422353178987453,0.3300000033266615,0.3299975944850083,60.000000022086795,-3.32666150182348e-09,2.4055149916990537e-06,-2.2086802207799454e-08,-1.66333075091174e-09,1.2027574958495268e-06,-3.854874197628533e-12,0.14194470247195964,-0.14206160427516207,10.674442287759003
372,-0.24556818081876094,-0.41210622649686296,0.4797241638151234,0.33000000347769054,0.32999748527565764,60.00000002210694,-3.4776905244449097e-09,2.514724342372876e-06,-2.210694148004248e-08,-1.7388452622224548e-09,1.257362171186438e-06,-3.858389163724496e-12,0.14914836045999985,-0.134005605800048,10.674442929484625
373,-0.23150760496543643,-0.42624277871211086,0.4850553345351992,0.33000000363557624,0.32999737110824945,60.000000022126976,-3.635576228955273e-09,2.6288917505667975e-06,-2.21269789745357e-08,-1.8177881144776364e-09,1.3144458752833987e-06,-3.861886366252065e-12,0.1562551528511696,-0.12519320261494354,10.674443599065885
374,-0.21677004558026372,-0.4396096843888461,0.4901488827584232,0.3300000038006298,0.3299972517576897,60.00000002214695,-3.800629810868372e-09,2.748242310335325e-06,-2.214695285793529e-08,-1.900314905434186e-09,1.3741211551676624e-06,-3.865372466549388e-12,0.16317187626140947,-0.11571063753527473,10.674444299799418
375,-0.20135709925330583,-0.4521337465470115,0.494944043490113,0.33000000397317686,0.32999712698866573,60.00000002216683,-3.973176843086179e-09,2.8730113342811947e-06,-2.2166837685803803e-08,-1.9865884215430896e-09,1.4365056671405974e-06,-3.868843023724367e-12,0.16988849191111993,-0.10557427281492122,10.674445031762914
376,-0.18527367301563616,-0.4637406590134354,0.49938135000710654,0.33000000415355735,0.32999699655518144,60.00000002218664,-4.153557331409985e-09,3.0034448185722873e-06,-2.2186646180359958e-08,-2.0767786657049925e-09,1.5017224092861436e-06,-3.8723002582230494e-12,0.17647879362652064,-0.09466896519017368,10.674445796619338
377,-0.16852371883557216,-0.47434847854903817,0.503395195559074,0.3300000043421271,0.32999686020007285,60.00000002220636,-4.342127102319182e-09,3.1397999271653987e-06,-2.2206365619385032e-08,-2.171063551159591e-09,1.5698999635826993e-06,-3.8757419495993874e-12,0.18305186045638513,-0.08276602697011966,10.674446597346432
378,-0.15110727079588285,-0.4838607237686416,0.5069069019980829,0.3300000045392578,0.32999671765450067,60.000000022226004,-4.539257802971264e-09,3.2823454993446965e-06,-2.222600872509775e-08,-2.269628901485632e-09,1.6411727496723483e-06,-3.87917031829943e-12,0.18971600378802544,-0.06955905148931009,10.674447434170382
379,-0.13301857523229402,-0.4921587811048118,0.5098178176323416,0.3300000047453382,0.32999656863742044,60.000000022245544,-4.745338177958303e-09,3.4313625795756586e-06,-2.224555005306066e-08,-2.3726690889791513e-09,1.7156812897878293e-06,-3.882580923431078e-12,0.19657273119341157,-0.05464952274820998,10.674448309250856
380,-0.1142456138247514,-0.4990926281368367,0.5120014763052241,0.33000000496077453,0.3299964128550285,60.00000002226505,-4.96077451339616e-09,3.587144971506362e-06,-2.2265053214367394e-08,-2.48038725669808e-09,1.793572485753181e-06,-3.885984867224579e-12,0.2036958171008786,-0.037506896556821136,10.674449223421618
381,-0.09477277681217304,-0.5044699096298634,0.5132950116128663,0.3300000051859916,0.3299962500001827,60.000000022284425,-5.185991580614058e-09,3.7499998173373683e-06,-2.228442915348687e-08,-2.592995790307029e-09,1.8749999086686842e-06,-3.8893666065575875e-12,0.21105880090981094,-0.017452952353619808,10.674450178639546
382,-0.07458989996217193,-0.5080466051760992,0.513492946599392,0.33000000542143343,0.3299960797517965,60.00000002230374,-5.4214334133106945e-09,3.9202482035038955e-06,-2.230374148151272e-08,-2.7107167066553473e-09,1.9601241017519477e-06,-3.8927372436603495e-12,0.21839636470639526,0.00624671662941674,10.674451178687628
383,-0.05371048667774098,-0.5095272668487993,0.5123503215979935,0.3300000056675642,0.32999590177420646,60.00000002232296,-5.667564195732666e-09,4.098225793558452e-06,-2.2322964754007484e-08,-2.833782097866333e-09,2.049112896779226e-06,-3.896092337640766e-12,0.22504664964752313,0.034100840322136186,10.674452223129647
384,-0.03219772353876401,-0.5085881473816912,0.509606315755819,0.3300000059248692,0.32999571571650993,60.00000002234209,-5.924869206364036e-09,4.284283490085805e-06,-2.234209897097117e-08,-2.962434603182018e-09,2.1421417450429026e-06,-3.899431888498839e-12,0.22990579466235686,0.06585275459987008,10.67445331457656
385,-0.010190498981809104,-0.5049357490224758,0.5050385697255082,0.3300000061938557,0.3299955212118734,60.00000002236118,-6.193855706104756e-09,4.478788126593969e-06,-2.236118229905995e-08,-3.096927853052378e-09,2.2393940632969844e-06,-3.902762557572714e-12,0.2316096786555463,0.09983382440789063,10.67445445643034
386,0.012078535739758344,-0.49840472452910384,0.49855106103442254,0.3300000064750542,0.3299953178768094,60.00000002238017,-6.475054159515992e-09,4.682123190602461e-06,-2.238017657161765e-08,-3.237527079757996e-09,2.3410615953012304e-06,-3.906077683524245e-12,0.22879925105648116,0.13247818806391237,10.674455650832837
387,0.034282860859809305,-0.4890858226753328,0.49028589260832306,0.33000000676901886,0.3299951053104202,60.00000002239916,-6.769018845442787e-09,4.8946895798152035e-06,-2.2399170844175348e-08,-3.3845094227213934e-09,2.4473447899076017e-06,-3.909392809475776e-12,0.2205333604983109,0.1582394902801935,10.674456897445577
388,0.05604833365435564,-0.4774296139087471,0.4807082815413994,0.3300000070763295,0.32999488309360736,60.00000002241817,-7.07632946683745e-09,5.11690639265483e-06,-2.2418177838951776e-08,-3.538164733418725e-09,2.558453196327415e-06,-3.9127101558733554e-12,0.20741484035021748,0.17109924896469508,10.674458201078197
389,0.07706183776755,-0.4642114726516014,0.47056436135929447,0.3300000073975918,0.3299946507882456,60.000000022437284,-7.397591761382216e-09,5.349211754435146e-06,-2.2437286611478008e-08,-3.698795880691108e-09,2.674605877217573e-06,-3.9160452658393295e-12,0.19258910523360226,0.16862650401768664,10.674459565636326
