Time(s),radii001_radius,radii001_x,radii001_y,radii01_radius,radii01_x,radii01_y,radii02_radius,radii02_x,radii02_y,radii03_radius,radii03_x,radii03_y,radii04_radius,radii04_x,radii04_y,radii05_radius,radii05_x,radii05_y
404.000000,0.180991,-0.162804,-0.079073,0.253094,0.215453,0.132803,0.342594,-0.200588,-0.277731,0.436192,-0.040864,0.434274,0.533399,-0.484802,-0.222443,0.623234,-0.341351,0.521440
405.000000,0.180710,-0.168336,-0.065720,0.252802,0.222323,0.120339,0.343380,-0.212033,-0.270096,0.436125,-0.026785,0.435302,0.532816,-0.490039,-0.209177,0.622683,-0.328161,0.529192
406.000000,0.180742,-0.172974,-0.052420,0.252223,0.228007,0.107838,0.343939,-0.223229,-0.261654,0.436323,-0.012873,0.436133,0.532392,-0.494692,-0.196777,0.622762,-0.317816,0.535561
407.000000,0.180009,-0.175717,-0.039073,0.251861,0.233428,0.094582,0.344867,-0.233414,-0.253872,0.436614,0.000794,0.436614,0.532178,-0.499413,-0.183847,0.622198,-0.305196,0.542205
408.000000,0.180001,-0.178250,-0.025043,0.251860,0.238316,0.081479,0.346057,-0.244819,-0.244579,0.437081,0.014651,0.436835,0.532036,-0.503807,-0.170998,0.621839,-0.292886,0.548545
409.000000,0.179295,-0.178984,-0.010560,0.251998,0.242726,0.067726,0.347268,-0.255027,-0.235703,0.437562,0.028823,0.436611,0.532004,-0.508019,-0.157941,0.621333,-0.280018,0.554657
410.000000,0.179580,-0.179536,0.003958,0.251840,0.246012,0.053869,0.347822,-0.264462,-0.225921,0.438005,0.042365,0.435951,0.531835,-0.511757,-0.144753,0.621419,-0.267479,0.560907
411.000000,0.179380,-0.178406,0.018665,0.252117,0.248982,0.039635,0.348103,-0.273394,-0.215480,0.438113,0.056871,0.434406,0.531656,-0.515028,-0.131926,0.621402,-0.255180,0.566590
412.000000,0.179047,-0.176098,0.032366,0.252943,0.251675,0.025291,0.348143,-0.281977,-0.204188,0.438321,0.072158,0.432341,0.531809,-0.518398,-0.118678,0.621247,-0.240888,0.572644
413.000000,0.178684,-0.172426,0.046874,0.253271,0.253020,0.011282,0.347244,-0.289108,-0.192341,0.438506,0.084717,0.430245,0.531950,-0.521473,-0.105053,0.621134,-0.229521,0.577172
414.000000,0.178680,-0.168158,0.060413,0.253957,0.253941,-0.002796,0.347244,-0.296754,-0.180320,0.438337,0.098248,0.427185,0.531847,-0.523937,-0.091383,0.621197,-0.216511,0.582245
415.000000,0.178565,-0.162546,0.073921,0.254235,0.253696,-0.016552,0.347149,-0.303661,-0.168233,0.438147,0.111666,0.423678,0.532370,-0.526656,-0.077793,0.620675,-0.203096,0.586506
416.000000,0.178559,-0.155984,0.086904,0.254959,0.253136,-0.030430,0.347619,-0.310612,-0.156074,0.438018,0.124633,0.419912,0.532744,-0.528852,-0.064278,0.620667,-0.190365,0.590753
417.000000,0.178303,-0.148334,0.098939,0.255326,0.251425,-0.044462,0.347639,-0.316078,-0.144733,0.437872,0.137846,0.415608,0.532564,-0.530164,-0.050509,0.620596,-0.176985,0.594824
418.000000,0.177716,-0.139571,0.110015,0.255918,0.249107,-0.058649,0.347380,-0.321884,-0.130628,0.437588,0.152327,0.410220,0.532550,-0.531269,-0.036926,0.620924,-0.163710,0.598954
419.000000,0.177392,-0.130074,0.120618,0.256123,0.245678,-0.072398,0.347312,-0.326279,-0.119028,0.437668,0.164058,0.405756,0.532268,-0.531759,-0.023287,0.621430,-0.150299,0.602981
420.000000,0.177445,-0.119872,0.130833,0.255739,0.241008,-0.085545,0.346698,-0.330536,-0.104622,0.437533,0.176651,0.400287,0.532068,-0.531971,-0.010159,0.621478,-0.137145,0.606156
421.000000,0.177715,-0.108748,0.140558,0.255245,0.235316,-0.098875,0.346673,-0.334420,-0.091351,0.437909,0.189398,0.394832,0.531823,-0.531812,0.003388,0.621758,-0.123392,0.609391
422.000000,0.177434,-0.097004,0.148569,0.255202,0.229271,-0.112083,0.346631,-0.337835,-0.077593,0.438213,0.202032,0.388862,0.531526,-0.531230,0.017752,0.622099,-0.109950,0.612306
423.000000,0.177873,-0.085202,0.156139,0.255196,0.222725,-0.124573,0.346375,-0.340142,-0.065413,0.438399,0.214860,0.382137,0.531576,-0.530636,0.031601,0.621922,-0.096767,0.614348
424.000000,0.178373,-0.072725,0.162875,0.255571,0.215702,-0.137074,0.345737,-0.342101,-0.050011,0.438610,0.226955,0.375326,0.531452,-0.529496,0.045557,0.622146,-0.082778,0.616614
425.000000,0.178880,-0.059961,0.168531,0.255137,0.207545,-0.148391,0.345119,-0.343015,-0.038048,0.438645,0.238568,0.368096,0.531518,-0.528222,0.059106,0.622114,-0.068496,0.618331
426.000000,0.179525,-0.046488,0.173402,0.255012,0.198875,-0.159624,0.344547,-0.343685,-0.024369,0.439146,0.250195,0.360904,0.531757,-0.526686,0.073259,0.622195,-0.055062,0.619754
427.000000,0.179923,-0.032788,0.176910,0.254653,0.189156,-0.170493,0.343760,-0.343638,-0.009178,0.438931,0.262515,0.351777,0.531818,-0.524735,0.086504,0.622262,-0.040760,0.620926
428.000000,0.179890,-0.018413,0.178945,0.254437,0.179238,-0.180587,0.343542,-0.343527,0.003274,0.439194,0.272752,0.344235,0.531616,-0.522190,0.099666,0.623228,-0.026633,0.622659
429.000000,0.180177,-0.004333,0.180125,0.255024,0.169307,-0.190715,0.342972,-0.342534,0.017327,0.438762,0.283209,0.335118,0.531308,-0.519129,0.113105,0.623713,-0.012440,0.623589
430.000000,0.180311,0.009831,0.180043,0.254533,0.158021,-0.199540,0.342727,-0.341141,0.032931,0.438543,0.293921,0.325469,0.531605,-0.516223,0.126957,0.623196,0.000940,0.623195
431.000000,0.180632,0.024099,0.179018,0.254568,0.146419,-0.208246,0.342836,-0.339762,0.045804,0.438331,0.303977,0.315803,0.531496,-0.512766,0.139852,0.623448,0.014739,0.623274
432.000000,0.179804,0.038428,0.175650,0.254435,0.134231,-0.216146,0.343142,-0.337912,0.059681,0.437659,0.313486,0.305405,0.531959,-0.509377,0.153348,0.623058,0.028992,0.622383
433.000000,0.180341,0.051726,0.172763,0.254594,0.122099,-0.223405,0.343641,-0.335427,0.074688,0.437491,0.322731,0.295370,0.531658,-0.505132,0.165837,0.622992,0.042451,0.621544
434.000000,0.180117,0.064813,0.168051,0.254992,0.109298,-0.230380,0.343897,-0.332752,0.086838,0.437705,0.333076,0.283984,0.531497,-0.501045,0.177320,0.623215,0.056354,0.620662
435.000000,0.179812,0.077650,0.162181,0.255047,0.096705,-0.236002,0.344358,-0.329393,0.100413,0.438136,0.341608,0.274349,0.531516,-0.496315,0.190213,0.623305,0.070400,0.619316
436.000000,0.179586,0.090597,0.155059,0.254593,0.083374,-0.240555,0.344250,-0.324556,0.114766,0.438855,0.350556,0.264015,0.531635,-0.491234,0.203284,0.623209,0.084527,0.617450
437.000000,0.179660,0.102530,0.147531,0.254032,0.069740,-0.244272,0.344137,-0.320385,0.125631,0.438518,0.358776,0.252147,0.530910,-0.485297,0.215295,0.622998,0.098412,0.615176
438.000000,0.179673,0.113755,0.139076,0.253513,0.056034,-0.247243,0.344662,-0.315574,0.138581,0.438147,0.366353,0.240329,0.530705,-0.479298,0.227862,0.623103,0.111815,0.612988
439.000000,0.179665,0.124747,0.129297,0.252959,0.042079,-0.249434,0.344458,-0.309301,0.151606,0.437671,0.373443,0.228246,0.530360,-0.472780,0.240333,0.623720,0.125384,0.610988
440.000000,0.179773,0.134211,0.119606,0.253317,0.028280,-0.251734,0.344632,-0.304391,0.161610,0.437371,0.380212,0.216176,0.530287,-0.466576,0.252014,0.624173,0.139213,0.608451
441.000000,0.180141,0.143845,0.108440,0.252649,0.013984,-0.252262,0.343419,-0.296977,0.172458,0.436998,0.386705,0.203535,0.529574,-0.459583,0.263119,0.624506,0.153061,0.605458
442.000000,0.180431,0.152528,0.096387,0.252481,-0.000004,-0.252481,0.343348,-0.289659,0.184352,0.436886,0.393061,0.190716,0.529218,-0.452232,0.274880,0.624453,0.166582,0.601824
443.000000,0.180289,0.159317,0.084393,0.252010,-0.014400,-0.251598,0.343227,-0.281935,0.195748,0.436053,0.398358,0.177350,0.529287,-0.444811,0.286858,0.625129,0.180258,0.598576
444.000000,0.180735,0.166156,0.071114,0.252456,-0.028092,-0.250888,0.343533,-0.274151,0.207017,0.436280,0.404016,0.164655,0.529203,-0.437069,0.298374,0.625101,0.193462,0.594411
445.000000,0.181542,0.172042,0.057955,0.251978,-0.042368,-0.248391,0.343098,-0.265061,0.217850,0.435903,0.408834,0.151215,0.528130,-0.428584,0.308606,0.625128,0.206828,0.589921
446.000000,0.181287,0.175904,0.043849,0.252138,-0.055804,-0.245885,0.343041,-0.255758,0.228615,0.436102,0.413684,0.138021,0.527607,-0.420224,0.319030,0.624788,0.219589,0.584928
447.000000,0.180648,0.178239,0.029404,0.252583,-0.070065,-0.242670,0.342286,-0.245761,0.238246,0.436031,0.417978,0.124166,0.527301,-0.411247,0.330034,0.625133,0.232761,0.580184
448.000000,0.180225,0.179603,0.014961,0.252757,-0.083411,-0.238597,0.341876,-0.235423,0.247901,0.435917,0.421668,0.110540,0.527019,-0.402040,0.340753,0.625147,0.245965,0.574726
449.000000,0.179819,0.179818,0.000724,0.253618,-0.096346,-0.234605,0.341224,-0.224780,0.256725,0.436138,0.425151,0.097276,0.527207,-0.392910,0.351524,0.624943,0.258603,0.568927
450.000000,0.179594,0.179079,-0.013585,0.254446,-0.109425,-0.229715,0.340295,-0.213505,0.264983,0.435985,0.427949,0.083321,0.526866,-0.383250,0.361534,0.624686,0.271208,0.562742
451.000000,0.178905,0.176749,-0.027688,0.255271,-0.121555,-0.224471,0.339622,-0.202073,0.272965,0.436223,0.430629,0.069635,0.526943,-0.373792,0.371414,0.624038,0.282901,0.556229
452.000000,0.179293,0.174386,-0.041660,0.255708,-0.133617,-0.218021,0.339358,-0.190250,0.281013,0.436154,0.432558,0.055890,0.526085,-0.363230,0.380565,0.623198,0.294850,0.549035
453.000000,0.179082,0.170269,-0.055489,0.256205,-0.145630,-0.210791,0.339582,-0.178664,0.288782,0.436161,0.434157,0.041755,0.525556,-0.352684,0.389645,0.622497,0.306464,0.541833
454.000000,0.178636,0.164934,-0.068613,0.256743,-0.157013,-0.203135,0.339566,-0.166491,0.295949,0.436169,0.435282,0.027803,0.525738,-0.342330,0.399012,0.622146,0.318571,0.534395
455.000000,0.179272,0.159564,-0.081716,0.256457,-0.167707,-0.194023,0.339912,-0.153822,0.303116,0.436433,0.436206,0.014085,0.525545,-0.331514,0.407794,0.621436,0.329496,0.526892
456.000000,0.179741,0.152859,-0.094557,0.256189,-0.178185,-0.184072,0.340330,-0.141450,0.309542,0.437021,0.437021,0.000089,0.525491,-0.320508,0.416432,0.621334,0.340697,0.519598
457.000000,0.179803,0.144898,-0.106460,0.255729,-0.187262,-0.174157,0.340837,-0.128465,0.315700,0.437190,0.436966,-0.013986,0.524858,-0.309316,0.424028,0.621040,0.351995,0.511654
458.000000,0.180194,0.136310,-0.117854,0.255477,-0.195862,-0.164032,0.341828,-0.116001,0.321544,0.437979,0.437094,-0.027820,0.524186,-0.298589,0.430831,0.621015,0.363497,0.503517
459.000000,0.180046,0.126148,-0.128465,0.255309,-0.203915,-0.153627,0.341764,-0.103016,0.325869,0.438108,0.436109,-0.041804,0.523664,-0.285684,0.438872,0.620764,0.374211,0.495291
460.000000,0.179747,0.115374,-0.137832,0.254779,-0.211300,-0.142353,0.342444,-0.089620,0.330508,0.438138,0.434427,-0.056904,0.523290,-0.273851,0.445913,0.620731,0.385197,0.486754
461.000000,0.179409,0.103950,-0.146225,0.254145,-0.218007,-0.130625,0.343109,-0.076211,0.334538,0.438135,0.432533,-0.069840,0.522623,-0.261597,0.452440,0.620653,0.395798,0.478073
462.000000,0.179435,0.091729,-0.154216,0.253509,-0.223679,-0.119308,0.342835,-0.062432,0.337102,0.438692,0.430609,-0.083828,0.522901,-0.249501,0.459538,0.620867,0.406532,0.469263
463.000000,0.179823,0.079559,-0.161266,0.253155,-0.229528,-0.106791,0.342857,-0.048394,0.339424,0.439082,0.428109,-0.097548,0.522823,-0.237439,0.465796,0.620612,0.416423,0.460165
464.000000,0.180323,0.066722,-0.167525,0.252315,-0.233993,-0.094395,0.343102,-0.034537,0.341359,0.439299,0.425093,-0.110812,0.522403,-0.224823,0.471550,0.620665,0.426428,0.450981
465.000000,0.180702,0.053341,-0.172650,0.251572,-0.237975,-0.081588,0.343132,-0.020666,0.342509,0.439045,0.421070,-0.124341,0.522472,-0.212106,0.477481,0.619823,0.435728,0.440820
466.000000,0.181178,0.039952,-0.176718,0.251273,-0.241654,-0.068859,0.342946,-0.006957,0.342875,0.439570,0.417499,-0.137536,0.522738,-0.199727,0.483078,0.619792,0.445094,0.431315
467.000000,0.181152,0.025353,-0.179369,0.250400,-0.244222,-0.055279,0.343102,0.007691,0.343016,0.439688,0.413087,-0.150613,0.522235,-0.186540,0.487783,0.619487,0.454407,0.421044
468.000000,0.181298,0.011992,-0.180901,0.250234,-0.246782,-0.041420,0.343190,0.022077,0.342479,0.440387,0.408698,-0.164033,0.522502,-0.173869,0.492725,0.618964,0.463288,0.410465
469.000000,0.181538,-0.002276,-0.181524,0.249752,-0.248124,-0.028469,0.343293,0.036110,0.341389,0.440365,0.403341,-0.176741,0.522510,-0.160536,0.497238,0.619088,0.472128,0.400457
470.000000,0.181648,-0.016043,-0.180938,0.249272,-0.248751,-0.016097,0.343318,0.050743,0.339547,0.440691,0.397808,-0.189623,0.522588,-0.146996,0.501488,0.618940,0.480820,0.389743
471.000000,0.181758,-0.029525,-0.179344,0.249402,-0.249399,-0.001104,0.343645,0.064507,0.337536,0.441254,0.392133,-0.202327,0.523090,-0.133822,0.505682,0.618711,0.489158,0.378851
472.000000,0.181269,-0.043135,-0.176063,0.249284,-0.248994,0.012004,0.343278,0.078412,0.334203,0.441877,0.386094,-0.214912,0.523250,-0.120116,0.509277,0.618399,0.497176,0.367741
473.000000,0.180801,-0.056649,-0.171697,0.249762,-0.248642,0.023623,0.343250,0.092414,0.330576,0.442235,0.379551,-0.226965,0.523653,-0.106370,0.512736,0.618474,0.505036,0.356999
474.000000,0.180564,-0.069068,-0.166832,0.249822,-0.246961,0.037699,0.343300,0.106200,0.326461,0.443055,0.373025,-0.239060,0.524495,-0.094230,0.515961,0.618128,0.512356,0.345794
475.000000,0.180711,-0.082038,-0.161017,0.249601,-0.243935,0.052880,0.343293,0.119540,0.321808,0.443506,0.365998,-0.250486,0.524843,-0.079535,0.518782,0.617456,0.519163,0.334248
476.000000,0.180397,-0.093751,-0.154123,0.249896,-0.240989,0.066123,0.342773,0.132719,0.316036,0.444166,0.357561,-0.263502,0.525656,-0.066115,0.521481,0.617027,0.526047,0.322486
477.000000,0.179599,-0.104575,-0.146013,0.250007,-0.236997,0.079597,0.342410,0.145517,0.309951,0.444330,0.350104,-0.273598,0.526129,-0.052219,0.523531,0.616038,0.532311,0.310077
478.000000,0.179082,-0.114971,-0.137304,0.250031,-0.232126,0.092916,0.342549,0.158221,0.303819,0.444445,0.341588,-0.284340,0.526096,-0.038634,0.524676,0.615205,0.538279,0.297881
479.000000,0.178549,-0.124849,-0.127642,0.249262,-0.226019,0.105104,0.342405,0.170550,0.296907,0.444355,0.332380,-0.294915,0.526314,-0.024495,0.525744,0.614383,0.544091,0.285361
480.000000,0.178769,-0.135817,-0.116242,0.248305,-0.218939,0.117138,0.342868,0.182667,0.290157,0.444570,0.322970,-0.305505,0.527233,-0.011792,0.527102,0.614149,0.549995,0.273284
481.000000,0.178931,-0.143856,-0.106405,0.247646,-0.211511,0.128808,0.343290,0.194847,0.282635,0.444944,0.313650,-0.315593,0.527355,0.003187,0.527345,0.613630,0.555375,0.260960
482.000000,0.179129,-0.152120,-0.094586,0.247659,-0.204643,0.139486,0.343635,0.206069,0.274992,0.445324,0.303866,-0.325544,0.527693,0.015639,0.527461,0.612945,0.560410,0.248279
483.000000,0.179384,-0.159276,-0.082521,0.247185,-0.194989,0.151919,0.344478,0.217557,0.267084,0.445891,0.294013,-0.335224,0.527813,0.030838,0.526911,0.612209,0.565062,0.235594
484.000000,0.179888,-0.165640,-0.070164,0.246821,-0.185590,0.162718,0.344394,0.228177,0.257958,0.446038,0.283516,-0.344338,0.528219,0.044741,0.526321,0.612334,0.570203,0.223206
485.000000,0.179906,-0.170519,-0.057352,0.247275,-0.176268,0.173420,0.344870,0.239071,0.248557,0.445991,0.272957,-0.352708,0.528171,0.056928,0.525094,0.612022,0.574648,0.210598
486.000000,0.179273,-0.173749,-0.044161,0.247531,-0.167302,0.182432,0.344981,0.249197,0.238564,0.445959,0.262220,-0.360722,0.528119,0.070894,0.523339,0.612216,0.579405,0.197732
487.000000,0.179194,-0.176715,-0.029700,0.247124,-0.155242,0.192277,0.345043,0.258732,0.228282,0.446370,0.251342,-0.368881,0.528353,0.084976,0.521475,0.611620,0.583128,0.184500
488.000000,0.179436,-0.178761,-0.015551,0.247337,-0.143874,0.201186,0.345631,0.268224,0.217983,0.446011,0.239381,-0.376328,0.528206,0.098960,0.518854,0.611191,0.586719,0.171214
489.000000,0.179269,-0.179242,-0.003089,0.247380,-0.134518,0.207609,0.345625,0.276900,0.206841,0.446021,0.227609,-0.383574,0.528462,0.112482,0.516352,0.611178,0.590297,0.158392
490.000000,0.178623,-0.178198,0.012322,0.247450,-0.124589,0.213797,0.345561,0.284950,0.195489,0.445919,0.215535,-0.390369,0.528947,0.127324,0.513394,0.611338,0.593754,0.145570
491.000000,0.178633,-0.176591,0.026930,0.247964,-0.115119,0.219622,0.345805,0.292897,0.183827,0.445860,0.203315,-0.396806,0.529554,0.139410,0.510874,0.611207,0.596795,0.131943
492.000000,0.178491,-0.174087,0.039405,0.248235,-0.103491,0.225633,0.346118,0.300227,0.172226,0.445049,0.190253,-0.402334,0.530215,0.152926,0.507683,0.611480,0.599804,0.118922
493.000000,0.178138,-0.169681,0.054236,0.248421,-0.090526,0.231339,0.345925,0.306587,0.160214,0.444723,0.177816,-0.407627,0.530907,0.167094,0.503926,0.611037,0.601916,0.105187
494.000000,0.178592,-0.165213,0.067822,0.247846,-0.076585,0.235717,0.346256,0.313401,0.147217,0.444543,0.165163,-0.412723,0.530964,0.179174,0.499819,0.610439,0.603519,0.091657
495.000000,0.179470,-0.160553,0.080202,0.247956,-0.063123,0.239786,0.346083,0.318927,0.134383,0.444527,0.152268,-0.417634,0.531147,0.192096,0.495193,0.609990,0.605155,0.076649
496.000000,0.179362,-0.152830,0.093882,0.247777,-0.049165,0.242850,0.345421,0.323447,0.121233,0.444580,0.138956,-0.422307,0.531275,0.206279,0.489594,0.609280,0.605883,0.064248
497.000000,0.179125,-0.144760,0.105500,0.247445,-0.034742,0.244994,0.345212,0.327805,0.108238,0.444231,0.125952,-0.426002,0.531395,0.217161,0.484997,0.608538,0.606426,0.050654
498.000000,0.178829,-0.136759,0.115224,0.247007,-0.020271,0.246174,0.345137,0.331889,0.094708,0.444137,0.112424,-0.429673,0.530911,0.230364,0.478330,0.607956,0.606886,0.036062
499.000000,0.178626,-0.125650,0.126962,0.247431,-0.005948,0.247360,0.344900,0.335188,0.081273,0.444039,0.098752,-0.432918,0.530769,0.242972,0.471890,0.607837,0.607354,0.024238
500.000000,0.178674,-0.115936,0.135953,0.247475,0.008478,0.247330,0.344852,0.338207,0.067373,0.444063,0.085000,-0.435852,0.530194,0.253828,0.465486,0.606851,0.606742,0.011492
501.000000,0.178260,-0.103265,0.145303,0.248028,0.022920,0.246967,0.344702,0.340454,0.053945,0.443298,0.071209,-0.437541,0.529443,0.265387,0.458126,0.606235,0.606234,-0.001351
502.000000,0.178728,-0.091346,0.153622,0.248541,0.036440,0.245855,0.344234,0.341942,0.039658,0.443189,0.057465,-0.439448,0.529246,0.277066,0.450927,0.605655,0.605463,-0.015270
503.000000,0.179081,-0.079270,0.160581,0.248955,0.050584,0.243762,0.343966,0.343026,0.025405,0.442900,0.043991,-0.440710,0.529251,0.289132,0.443293,0.605151,0.604470,-0.028711
504.000000,0.178409,-0.067139,0.165294,0.249727,0.063613,0.241489,0.343405,0.343202,0.011802,0.442878,0.030229,-0.441846,0.529332,0.300578,0.435712,0.604924,0.603436,-0.042397
505.000000,0.178465,-0.052471,0.170577,0.249913,0.076800,0.237820,0.344065,0.344057,-0.002320,0.442701,0.016081,-0.442408,0.529665,0.313079,0.427231,0.604724,0.602099,-0.056277
506.000000,0.178962,-0.040482,0.174324,0.250474,0.090629,0.233503,0.344488,0.344093,-0.016487,0.442199,0.002373,-0.442193,0.529681,0.323441,0.419461,0.604875,0.600796,-0.070132
507.000000,0.178883,-0.026413,0.176922,0.250993,0.103373,0.228717,0.344734,0.343384,-0.030474,0.442086,-0.011683,-0.441932,0.530055,0.334218,0.411408,0.605349,0.599558,-0.083531
508.000000,0.179152,-0.011014,0.178813,0.251372,0.116402,0.222796,0.344821,0.341787,-0.045644,0.442344,-0.025769,-0.441593,0.530220,0.344781,0.402815,0.605528,0.597653,-0.097339
509.000000,0.179824,0.001881,0.179814,0.251726,0.128974,0.216175,0.345069,0.340127,-0.058194,0.442218,-0.039652,-0.440437,0.530646,0.355172,0.394256,0.606194,0.595943,-0.111010
510.000000,0.179740,0.017297,0.178906,0.252207,0.141111,0.209036,0.344994,0.337396,-0.072006,0.442262,-0.052866,-0.439091,0.530922,0.365763,0.384833,0.606532,0.593600,-0.124578
511.000000,0.179345,0.031444,0.176567,0.253216,0.151772,0.202691,0.345524,0.334669,-0.085928,0.441544,-0.066843,-0.436455,0.530958,0.375928,0.374959,0.606736,0.590787,-0.138200
512.000000,0.179503,0.043968,0.174035,0.253281,0.163835,0.193156,0.345370,0.330829,-0.099158,0.440843,-0.079898,-0.433542,0.531135,0.385448,0.365423,0.606816,0.587715,-0.151049
513.000000,0.179232,0.057324,0.169818,0.253312,0.174572,0.183552,0.345138,0.326340,-0.112350,0.440321,-0.093535,-0.430272,0.531759,0.395310,0.355665,0.607109,0.584376,-0.164576
514.000000,0.178772,0.070516,0.164277,0.253125,0.184528,0.173268,0.345239,0.321554,-0.125670,0.439704,-0.107085,-0.426465,0.532140,0.404557,0.345696,0.607403,0.580898,-0.177472
515.000000,0.178691,0.084574,0.157409,0.253053,0.193769,0.162755,0.345599,0.316591,-0.138597,0.439575,-0.120597,-0.422709,0.532331,0.413407,0.335366,0.607996,0.577384,-0.190490
516.000000,0.178461,0.095891,0.150510,0.252595,0.202197,0.151396,0.345358,0.310444,-0.151318,0.439437,-0.134040,-0.418495,0.532932,0.422101,0.325341,0.608458,0.573343,-0.203715
517.000000,0.178341,0.107423,0.142358,0.252136,0.210121,0.139361,0.345383,0.303966,-0.163996,0.439882,-0.148136,-0.414189,0.533344,0.430566,0.314752,0.608836,0.568890,-0.216901
518.000000,0.178634,0.118929,0.133289,0.251527,0.217029,0.127139,0.345618,0.297135,-0.176530,0.440124,-0.161268,-0.409514,0.533171,0.438528,0.303257,0.609140,0.564242,-0.229525
519.000000,0.178807,0.129010,0.123807,0.251683,0.223994,0.114766,0.345757,0.289927,-0.188387,0.440494,-0.174530,-0.404443,0.533339,0.446298,0.292007,0.609536,0.559213,-0.242518
520.000000,0.179558,0.139813,0.112664,0.251209,0.229551,0.102040,0.345693,0.282006,-0.199941,0.440948,-0.187137,-0.399269,0.533882,0.454166,0.280647,0.610075,0.554019,-0.255449
521.000000,0.180490,0.148296,0.102883,0.251915,0.235730,0.088839,0.345633,0.273566,-0.211243,0.440781,-0.199501,-0.393049,0.533272,0.460909,0.268219,0.610474,0.548601,-0.267797
522.000000,0.181288,0.156433,0.091618,0.251336,0.239775,0.075350,0.345730,0.264839,-0.222238,0.440967,-0.211669,-0.386844,0.533753,0.468000,0.256648,0.611134,0.543001,-0.280418
523.000000,0.181678,0.164229,0.077691,0.251143,0.243496,0.061504,0.345550,0.255733,-0.232390,0.441137,-0.223770,-0.380169,0.533458,0.474786,0.243219,0.611783,0.537110,-0.292902
524.000000,0.181832,0.169514,0.065784,0.252176,0.247431,0.048685,0.344632,0.245489,-0.241882,0.440851,-0.235567,-0.372635,0.533406,0.480344,0.231932,0.611592,0.530280,-0.304710
525.000000,0.181284,0.173663,0.052013,0.252409,0.250163,0.033600,0.344164,0.235398,-0.251071,0.440103,-0.247096,-0.364190,0.533002,0.485720,0.219469,0.612125,0.523856,-0.316659
526.000000,0.180851,0.176860,0.037785,0.252462,0.251691,0.019721,0.343500,0.224428,-0.260046,0.440435,-0.259211,-0.356079,0.532626,0.490709,0.207111,0.612483,0.516997,-0.328404
527.000000,0.180659,0.179101,0.023674,0.253244,0.253182,0.005577,0.343400,0.213430,-0.269018,0.440136,-0.269964,-0.347619,0.532096,0.495355,0.194293,0.612762,0.509528,-0.340379
528.000000,0.180853,0.180597,0.009617,0.253075,0.252933,-0.008491,0.343742,0.202325,-0.277891,0.440097,-0.280681,-0.338973,0.531530,0.499735,0.181076,0.612961,0.501617,-0.352280
529.000000,0.180506,0.180444,-0.004733,0.253813,0.252781,-0.022863,0.343173,0.190453,-0.285473,0.439713,-0.291165,-0.329500,0.531359,0.504206,0.167684,0.613341,0.493966,-0.363572
530.000000,0.180216,0.179213,-0.018988,0.254208,0.251734,-0.035381,0.342708,0.178223,-0.292721,0.439246,-0.301099,-0.319806,0.530652,0.507775,0.154131,0.614281,0.486202,-0.375432
531.000000,0.179753,0.176731,-0.032818,0.254085,0.248855,-0.051291,0.342457,0.166105,-0.299476,0.439067,-0.311058,-0.309874,0.530235,0.511100,0.141161,0.615373,0.478589,-0.386828
532.000000,0.180303,0.174097,-0.046899,0.253974,0.245560,-0.064830,0.341819,0.153212,-0.305559,0.439018,-0.320663,-0.299853,0.530519,0.514857,0.127958,0.616469,0.470758,-0.398021
533.000000,0.180787,0.170362,-0.060506,0.253818,0.241893,-0.076885,0.341209,0.140409,-0.310980,0.438629,-0.329989,-0.288968,0.530342,0.517669,0.115243,0.617115,0.462390,-0.408688
534.000000,0.180626,0.164883,-0.073750,0.253621,0.236539,-0.091504,0.340943,0.127255,-0.316304,0.438797,-0.339366,-0.278161,0.530579,0.520803,0.101383,0.618307,0.454020,-0.419725
535.000000,0.181078,0.158294,-0.087933,0.253540,0.230844,-0.104850,0.340357,0.113683,-0.320810,0.438432,-0.347389,-0.267475,0.530719,0.523371,0.088008,0.618603,0.444774,-0.429937
536.000000,0.180961,0.151403,-0.099117,0.253025,0.224254,-0.117183,0.340545,0.100763,-0.325296,0.438305,-0.355796,-0.255969,0.531311,0.526076,0.074395,0.619401,0.435966,-0.439990
537.000000,0.181186,0.143286,-0.110895,0.252906,0.217157,-0.129631,0.341058,0.086774,-0.329834,0.438136,-0.363563,-0.244510,0.532029,0.528489,0.061271,0.620699,0.427256,-0.450243
538.000000,0.180456,0.133605,-0.121302,0.252383,0.209210,-0.141169,0.341611,0.073487,-0.333613,0.438074,-0.371038,-0.232894,0.532039,0.529871,0.047980,0.621816,0.417761,-0.460576
539.000000,0.180540,0.123424,-0.131762,0.252493,0.200957,-0.152869,0.342340,0.059875,-0.337063,0.437413,-0.377635,-0.220731,0.531730,0.530674,0.033492,0.623077,0.408610,-0.470386
540.000000,0.180358,0.111148,-0.142039,0.252487,0.192709,-0.163135,0.342077,0.045818,-0.338994,0.437654,-0.384703,-0.208673,0.531566,0.531202,0.019673,0.623460,0.398599,-0.479396
541.000000,0.180402,0.100757,-0.149643,0.253128,0.183969,-0.173866,0.342034,0.031635,-0.340568,0.437922,-0.391337,-0.196548,0.531666,0.531633,0.005916,0.624526,0.388989,-0.488590
542.000000,0.180383,0.088449,-0.157209,0.254154,0.174575,-0.184710,0.342167,0.017569,-0.341716,0.438189,-0.397666,-0.184043,0.530752,0.530694,-0.007846,0.624709,0.378609,-0.496907
