Time(s),Radius(m),X_center(m),Y_center(m)
96.000000,0.172611,-0.162761,0.057476
97.000000,0.172917,-0.157702,0.070926
98.000000,0.172989,-0.151262,0.083935
99.000000,0.172934,-0.143671,0.096255
100.000000,0.172693,-0.135309,0.107304
101.000000,0.172828,-0.125852,0.118451
102.000000,0.172908,-0.115580,0.128602
103.000000,0.173262,-0.104777,0.137991
104.000000,0.174062,-0.093598,0.146755
105.000000,0.174516,-0.081378,0.154381
106.000000,0.175063,-0.068959,0.160909
107.000000,0.175602,-0.056188,0.166370
108.000000,0.175744,-0.042564,0.170511
109.000000,0.175369,-0.028527,0.173034
110.000000,0.175926,-0.014310,0.175343
111.000000,0.176139,-0.000089,0.176139
112.000000,0.176336,0.013839,0.175793
113.000000,0.175798,0.027983,0.173557
114.000000,0.175718,0.041577,0.170728
115.000000,0.175214,0.054933,0.166380
116.000000,0.175334,0.068264,0.161499
117.000000,0.175343,0.081082,0.155470
118.000000,0.175038,0.093336,0.148076
119.000000,0.174928,0.105065,0.139861
120.000000,0.175092,0.115967,0.131182
121.000000,0.175481,0.126477,0.121643
122.000000,0.175514,0.135944,0.111015
123.000000,0.175987,0.145391,0.099161
124.000000,0.176328,0.153278,0.087163
125.000000,0.176143,0.159704,0.074303
126.000000,0.175708,0.164524,0.061685
127.000000,0.175662,0.168968,0.048031
128.000000,0.175441,0.172128,0.033932
129.000000,0.175476,0.174390,0.019495
130.000000,0.175286,0.175203,0.005405
131.000000,0.175106,0.174876,-0.008967
132.000000,0.175630,0.174048,-0.023519
133.000000,0.176072,0.171890,-0.038147
134.000000,0.176565,0.168761,-0.051914
135.000000,0.176469,0.164057,-0.065013
136.000000,0.176919,0.158897,-0.077795
137.000000,0.177250,0.152524,-0.090300
138.000000,0.177435,0.144801,-0.102547
139.000000,0.177525,0.135903,-0.114217
140.000000,0.177146,0.125695,-0.124826
141.000000,0.177127,0.115221,-0.134529
142.000000,0.177514,0.104138,-0.143758
143.000000,0.177618,0.092911,-0.151379
144.000000,0.177796,0.080811,-0.158369
145.000000,0.177951,0.068065,-0.164420
146.000000,0.178122,0.055522,-0.169248
147.000000,0.178421,0.041770,-0.173462
148.000000,0.179031,0.028105,-0.176811
149.000000,0.179654,0.014099,-0.179100
150.000000,0.179863,0.000114,-0.179863
151.000000,0.179890,-0.013665,-0.179370
152.000000,0.179490,-0.027577,-0.177359
153.000000,0.179355,-0.041154,-0.174570
154.000000,0.179011,-0.054631,-0.170470
155.000000,0.178952,-0.067759,-0.165628
156.000000,0.178794,-0.080736,-0.159528
157.000000,0.178509,-0.092956,-0.152397
158.000000,0.178778,-0.104001,-0.145415
159.000000,0.178874,-0.114836,-0.137145
160.000000,0.178879,-0.125243,-0.127718
161.000000,0.178086,-0.134011,-0.117284
162.000000,0.178393,-0.143462,-0.106032
163.000000,0.178441,-0.151728,-0.093914
164.000000,0.178979,-0.159128,-0.081926
165.000000,0.178136,-0.164444,-0.068489
166.000000,0.177662,-0.169029,-0.054708
167.000000,0.177201,-0.172396,-0.040985
168.000000,0.176841,-0.174782,-0.026909
169.000000,0.176429,-0.175984,-0.012522
170.000000,0.176527,-0.176516,0.002047
171.000000,0.176706,-0.175971,0.016100
172.000000,0.176906,-0.174305,0.030226
173.000000,0.177339,-0.171759,0.044136
174.000000,0.177254,-0.167481,0.058045
175.000000,0.177126,-0.162019,0.071579
176.000000,0.177246,-0.155872,0.084380
177.000000,0.177161,-0.148422,0.096732
178.000000,0.176655,-0.139772,0.108032
179.000000,0.176382,-0.130218,0.118970
180.000000,0.176666,-0.120390,0.129294
181.000000,0.177102,-0.109582,0.139129
182.000000,0.177188,-0.098009,0.147614
183.000000,0.177756,-0.086245,0.155431
184.000000,0.178080,-0.073678,0.162123
185.000000,0.178720,-0.061161,0.167930
186.000000,0.178872,-0.047991,0.172314
187.000000,0.178811,-0.034457,0.175459
188.000000,0.178485,-0.020446,0.177310
189.000000,0.178414,-0.006128,0.178309
190.000000,0.177981,0.007919,0.177805
191.000000,0.178116,0.022259,0.176720
192.000000,0.177838,0.035881,0.174181
193.000000,0.177871,0.049894,0.170730
194.000000,0.177842,0.062834,0.166372
195.000000,0.177357,0.075419,0.160523
196.000000,0.177174,0.088491,0.153492
197.000000,0.177102,0.099578,0.146456
198.000000,0.177113,0.111167,0.137881
199.000000,0.177630,0.122736,0.128407
200.000000,0.177627,0.132615,0.118172
201.000000,0.177773,0.141825,0.107186
202.000000,0.177912,0.150313,0.095177
203.000000,0.178507,0.158117,0.082848
204.000000,0.178308,0.164125,0.069691
205.000000,0.177403,0.168373,0.055878
206.000000,0.177247,0.172061,0.042562
207.000000,0.177253,0.174900,0.028790
208.000000,0.177025,0.176472,0.013980
209.000000,0.177309,0.177308,-0.000154
210.000000,0.178046,0.177439,-0.014689
211.000000,0.178290,0.175911,-0.029028
212.000000,0.179472,0.174137,-0.043433
213.000000,0.179697,0.170450,-0.056901
214.000000,0.179622,0.165548,-0.069700
215.000000,0.179198,0.158997,-0.082653
216.000000,0.179424,0.152009,-0.095322
217.000000,0.179638,0.144060,-0.107315
218.000000,0.179932,0.135597,-0.118275
219.000000,0.179402,0.125011,-0.128675
220.000000,0.180036,0.114595,-0.138855
221.000000,0.180192,0.103552,-0.147465
222.000000,0.180751,0.091902,-0.155643
223.000000,0.181348,0.079936,-0.162780
224.000000,0.182292,0.068015,-0.169129
225.000000,0.182423,0.055033,-0.173924
226.000000,0.182171,0.041519,-0.177377
227.000000,0.182689,0.028296,-0.180484
228.000000,0.182913,0.013984,-0.182378
229.000000,0.183373,-0.000221,-0.183373
230.000000,0.182882,-0.014556,-0.182302
231.000000,0.182809,-0.027897,-0.180668
232.000000,0.182614,-0.042129,-0.177688
233.000000,0.182340,-0.055679,-0.173631
234.000000,0.182074,-0.069009,-0.168489
235.000000,0.181722,-0.081648,-0.162347
236.000000,0.181570,-0.093987,-0.155351
237.000000,0.181392,-0.105458,-0.147587
238.000000,0.180857,-0.116157,-0.138625
239.000000,0.181102,-0.125180,-0.130873
240.000000,0.180741,-0.135482,-0.119633
241.000000,0.181253,-0.144716,-0.109133
242.000000,0.181149,-0.152654,-0.097527
243.000000,0.181221,-0.159891,-0.085299
244.000000,0.181274,-0.166156,-0.072476
245.000000,0.181309,-0.171287,-0.059446
246.000000,0.180857,-0.174927,-0.045932
247.000000,0.179826,-0.177077,-0.031326
248.000000,0.179574,-0.178766,-0.017019
249.000000,0.179553,-0.179531,-0.002755
250.000000,0.179353,-0.179013,0.011053
251.000000,0.179233,-0.177522,0.024707
252.000000,0.179413,-0.175084,0.039177
253.000000,0.178931,-0.171031,0.052580
254.000000,0.178233,-0.165670,0.065730
255.000000,0.177832,-0.159428,0.078784
256.000000,0.177778,-0.152404,0.091532
257.000000,0.177551,-0.144346,0.103386
258.000000,0.177707,-0.136576,0.113696
259.000000,0.177324,-0.125405,0.125368
260.000000,0.177358,-0.114830,0.135167
261.000000,0.177488,-0.103808,0.143964
262.000000,0.177577,-0.091796,0.152011
263.000000,0.178239,-0.079892,0.159331
264.000000,0.178609,-0.068550,0.164930
265.000000,0.179314,-0.054200,0.170926
266.000000,0.179705,-0.042223,0.174675
267.000000,0.179672,-0.028374,0.177417
268.000000,0.179158,-0.013028,0.178684
269.000000,0.179457,0.001194,0.179453
270.000000,0.179720,0.014371,0.179145
271.000000,0.179064,0.029636,0.176595
272.000000,0.178350,0.043147,0.173053
273.000000,0.178569,0.055604,0.169691
274.000000,0.177832,0.069534,0.163674
275.000000,0.178323,0.082369,0.158160
276.000000,0.177851,0.093336,0.151392
277.000000,0.177419,0.104573,0.143325
278.000000,0.177338,0.116104,0.134047
279.000000,0.177634,0.126744,0.124458
280.000000,0.177219,0.136383,0.113164
281.000000,0.176661,0.145292,0.100496
282.000000,0.176974,0.152831,0.089231
283.000000,0.177428,0.160561,0.075504
284.000000,0.177289,0.165438,0.063731
285.000000,0.176518,0.169262,0.050091
286.000000,0.176288,0.172851,0.034638
287.000000,0.176199,0.174763,0.022448
288.000000,0.176127,0.175941,0.008088
289.000000,0.176263,0.176066,-0.008324
290.000000,0.176102,0.174848,-0.020985
291.000000,0.177023,0.173408,-0.035594
292.000000,0.177578,0.170544,-0.049483
293.000000,0.177465,0.166063,-0.062587
294.000000,0.177157,0.160145,-0.075751
295.000000,0.177010,0.153465,-0.088210
296.000000,0.177442,0.146525,-0.100080
297.000000,0.177491,0.137883,-0.111764
298.000000,0.176471,0.126730,-0.122806
299.000000,0.176090,0.117284,-0.131348
300.000000,0.176029,0.105864,-0.140637
301.000000,0.175996,0.094218,-0.148652
302.000000,0.175998,0.081926,-0.155767
303.000000,0.176587,0.069429,-0.162366
304.000000,0.177285,0.056940,-0.167892
305.000000,0.177787,0.043849,-0.172295
306.000000,0.178366,0.030707,-0.175703
307.000000,0.178350,0.016910,-0.177547
308.000000,0.178193,0.003079,-0.178166
309.000000,0.178000,-0.011717,-0.177614
310.000000,0.177975,-0.025622,-0.176121
311.000000,0.178013,-0.039679,-0.173534
312.000000,0.177555,-0.053477,-0.169310
313.000000,0.177447,-0.066560,-0.164491
314.000000,0.177157,-0.079492,-0.158322
315.000000,0.176826,-0.090883,-0.151682
316.000000,0.176763,-0.102679,-0.143883
317.000000,0.176947,-0.113515,-0.135737
318.000000,0.177241,-0.123087,-0.127531
319.000000,0.177130,-0.132804,-0.117209
320.000000,0.177581,-0.141970,-0.106676
321.000000,0.177716,-0.150314,-0.094808
322.000000,0.177617,-0.157237,-0.082610
323.000000,0.177405,-0.163144,-0.069689
324.000000,0.176987,-0.167875,-0.056058
325.000000,0.176713,-0.171631,-0.042076
326.000000,0.176479,-0.174322,-0.027503
327.000000,0.176920,-0.176440,-0.013021
328.000000,0.176928,-0.176927,0.000547
329.000000,0.177236,-0.176569,0.015357
330.000000,0.177519,-0.175135,0.028995
331.000000,0.177703,-0.172320,0.043408
332.000000,0.178127,-0.168728,0.057097
333.000000,0.178435,-0.164007,0.070290
334.000000,0.179454,-0.158853,0.083483
335.000000,0.180292,-0.152539,0.096111
336.000000,0.180807,-0.145156,0.107801
337.000000,0.181061,-0.136966,0.118422
338.000000,0.182208,-0.128387,0.129293
339.000000,0.182878,-0.119097,0.138781
340.000000,0.184129,-0.109427,0.148085
341.000000,0.185077,-0.099310,0.156176
342.000000,0.186328,-0.088919,0.163742
343.000000,0.187516,-0.079868,0.169656
344.000000,0.187435,-0.069301,0.174153
345.000000,0.187205,-0.056062,0.178614
346.000000,0.187108,-0.041794,0.182381
347.000000,0.187102,-0.027380,0.185088
348.000000,0.187048,-0.012973,0.186597
349.000000,0.187737,0.001272,0.187732
350.000000,0.186512,0.015838,0.185839
351.000000,0.186320,0.029809,0.183920
352.000000,0.185758,0.043833,0.180513
353.000000,0.185386,0.057802,0.176144
354.000000,0.185328,0.070547,0.171375
355.000000,0.184938,0.083094,0.165219
356.000000,0.184634,0.095715,0.157887
357.000000,0.184496,0.108037,0.149555
358.000000,0.184287,0.118992,0.140722
359.000000,0.184649,0.129946,0.131184
360.000000,0.185341,0.140395,0.120997
361.000000,0.185947,0.149668,0.110344
362.000000,0.185796,0.157783,0.098106
363.000000,0.185612,0.164936,0.085134
364.000000,0.185143,0.170533,0.072087
365.000000,0.184828,0.175452,0.058121
366.000000,0.184698,0.179423,0.043829
367.000000,0.184303,0.181869,0.029858
368.000000,0.184113,0.183481,0.015242
369.000000,0.184077,0.184075,0.000730
370.000000,0.183782,0.183256,-0.013889
371.000000,0.183392,0.181181,-0.028390
372.000000,0.183112,0.178185,-0.042191
373.000000,0.182829,0.174145,-0.055676
374.000000,0.182855,0.169148,-0.069461
375.000000,0.182914,0.163030,-0.082940
376.000000,0.183436,0.156460,-0.095756
377.000000,0.183493,0.148584,-0.107669
378.000000,0.183409,0.139580,-0.118980
379.000000,0.182622,0.129301,-0.128966
380.000000,0.182174,0.118753,-0.138150
381.000000,0.181694,0.107231,-0.146678
382.000000,0.181323,0.095103,-0.154380
383.000000,0.181417,0.082589,-0.161527
384.000000,0.181853,0.069935,-0.167868
385.000000,0.182275,0.056711,-0.173228
386.000000,0.183110,0.043508,-0.177866
387.000000,0.183173,0.029732,-0.180744
388.000000,0.183788,0.015904,-0.183099
389.000000,0.184276,0.002460,-0.184259
390.000000,0.184542,-0.011401,-0.184189
391.000000,0.184216,-0.025469,-0.182447
392.000000,0.183513,-0.038956,-0.179331
393.000000,0.183122,-0.052802,-0.175344
394.000000,0.182793,-0.065497,-0.170655
395.000000,0.182426,-0.078301,-0.164767
396.000000,0.181611,-0.090028,-0.157726
397.000000,0.181263,-0.101381,-0.150261
398.000000,0.181191,-0.110496,-0.143599
399.000000,0.180317,-0.120571,-0.134077
400.000000,0.180553,-0.130171,-0.125120
401.000000,0.180497,-0.139565,-0.114459
402.000000,0.180762,-0.148351,-0.103279
403.000000,0.181454,-0.156724,-0.091450
404.000000,0.180991,-0.162804,-0.079073
405.000000,0.180710,-0.168336,-0.065720
406.000000,0.180742,-0.172974,-0.052420
407.000000,0.180009,-0.175717,-0.039073
408.000000,0.180001,-0.178250,-0.025043
409.000000,0.179295,-0.178984,-0.010560
410.000000,0.179580,-0.179536,0.003958
411.000000,0.179380,-0.178406,0.018665
412.000000,0.179047,-0.176098,0.032366
413.000000,0.178684,-0.172426,0.046874
414.000000,0.178680,-0.168158,0.060413
415.000000,0.178565,-0.162546,0.073921
416.000000,0.178559,-0.155984,0.086904
417.000000,0.178303,-0.148334,0.098939
418.000000,0.177716,-0.139571,0.110015
419.000000,0.177392,-0.130074,0.120618
420.000000,0.177445,-0.119872,0.130833
421.000000,0.177715,-0.108748,0.140558
422.000000,0.177434,-0.097004,0.148569
423.000000,0.177873,-0.085202,0.156139
424.000000,0.178373,-0.072725,0.162875
425.000000,0.178880,-0.059961,0.168531
426.000000,0.179525,-0.046488,0.173402
427.000000,0.179923,-0.032788,0.176910
428.000000,0.179890,-0.018413,0.178945
429.000000,0.180177,-0.004333,0.180125
430.000000,0.180311,0.009831,0.180043
431.000000,0.180632,0.024099,0.179018
432.000000,0.179804,0.038428,0.175650
433.000000,0.180341,0.051726,0.172763
434.000000,0.180117,0.064813,0.168051
435.000000,0.179812,0.077650,0.162181
436.000000,0.179586,0.090597,0.155059
437.000000,0.179660,0.102530,0.147531
438.000000,0.179673,0.113755,0.139076
439.000000,0.179665,0.124747,0.129297
440.000000,0.179773,0.134211,0.119606
441.000000,0.180141,0.143845,0.108440
442.000000,0.180431,0.152528,0.096387
443.000000,0.180289,0.159317,0.084393
444.000000,0.180735,0.166156,0.071114
445.000000,0.181542,0.172042,0.057955
446.000000,0.181287,0.175904,0.043849
447.000000,0.180648,0.178239,0.029404
448.000000,0.180225,0.179603,0.014961
449.000000,0.179819,0.179818,0.000724
450.000000,0.179594,0.179079,-0.013585
451.000000,0.178905,0.176749,-0.027688
452.000000,0.179293,0.174386,-0.041660
453.000000,0.179082,0.170269,-0.055489
454.000000,0.178636,0.164934,-0.068613
455.000000,0.179272,0.159564,-0.081716
456.000000,0.179741,0.152859,-0.094557
457.000000,0.179803,0.144898,-0.106460
458.000000,0.180194,0.136310,-0.117854
459.000000,0.180046,0.126148,-0.128465
460.000000,0.179747,0.115374,-0.137832
461.000000,0.179409,0.103950,-0.146225
462.000000,0.179435,0.091729,-0.154216
463.000000,0.179823,0.079559,-0.161266
464.000000,0.180323,0.066722,-0.167525
465.000000,0.180702,0.053341,-0.172650
466.000000,0.181178,0.039952,-0.176718
467.000000,0.181152,0.025353,-0.179369
468.000000,0.181298,0.011992,-0.180901
469.000000,0.181538,-0.002276,-0.181524
470.000000,0.181648,-0.016043,-0.180938
471.000000,0.181758,-0.029525,-0.179344
472.000000,0.181269,-0.043135,-0.176063
473.000000,0.180801,-0.056649,-0.171697
474.000000,0.180564,-0.069068,-0.166832
475.000000,0.180711,-0.082038,-0.161017
476.000000,0.180397,-0.093751,-0.154123
477.000000,0.179599,-0.104575,-0.146013
478.000000,0.179082,-0.114971,-0.137304
479.000000,0.178549,-0.124849,-0.127642
480.000000,0.178769,-0.135817,-0.116242
481.000000,0.178931,-0.143856,-0.106405
482.000000,0.179129,-0.152120,-0.094586
483.000000,0.179384,-0.159276,-0.082521
484.000000,0.179888,-0.165640,-0.070164
485.000000,0.179906,-0.170519,-0.057352
486.000000,0.179273,-0.173749,-0.044161
487.000000,0.179194,-0.176715,-0.029700
488.000000,0.179436,-0.178761,-0.015551
489.000000,0.179269,-0.179242,-0.003089
490.000000,0.178623,-0.178198,0.012322
491.000000,0.178633,-0.176591,0.026930
492.000000,0.178491,-0.174087,0.039405
493.000000,0.178138,-0.169681,0.054236
494.000000,0.178592,-0.165213,0.067822
495.000000,0.179470,-0.160553,0.080202
496.000000,0.179362,-0.152830,0.093882
497.000000,0.179125,-0.144760,0.105500
498.000000,0.178829,-0.136759,0.115224
499.000000,0.178626,-0.125650,0.126962
500.000000,0.178674,-0.115936,0.135953
501.000000,0.178260,-0.103265,0.145303
502.000000,0.178728,-0.091346,0.153622
503.000000,0.179081,-0.079270,0.160581
504.000000,0.178409,-0.067139,0.165294
505.000000,0.178465,-0.052471,0.170577
506.000000,0.178962,-0.040482,0.174324
507.000000,0.178883,-0.026413,0.176922
508.000000,0.179152,-0.011014,0.178813
509.000000,0.179824,0.001881,0.179814
510.000000,0.179740,0.017297,0.178906
511.000000,0.179345,0.031444,0.176567
512.000000,0.179503,0.043968,0.174035
513.000000,0.179232,0.057324,0.169818
514.000000,0.178772,0.070516,0.164277
515.000000,0.178691,0.084574,0.157409
516.000000,0.178461,0.095891,0.150510
517.000000,0.178341,0.107423,0.142358
518.000000,0.178634,0.118929,0.133289
519.000000,0.178807,0.129010,0.123807
520.000000,0.179558,0.139813,0.112664
521.000000,0.180490,0.148296,0.102883
522.000000,0.181288,0.156433,0.091618
523.000000,0.181678,0.164229,0.077691
524.000000,0.181832,0.169514,0.065784
525.000000,0.181284,0.173663,0.052013
526.000000,0.180851,0.176860,0.037785
527.000000,0.180659,0.179101,0.023674
528.000000,0.180853,0.180597,0.009617
529.000000,0.180506,0.180444,-0.004733
530.000000,0.180216,0.179213,-0.018988
531.000000,0.179753,0.176731,-0.032818
532.000000,0.180303,0.174097,-0.046899
533.000000,0.180787,0.170362,-0.060506
534.000000,0.180626,0.164883,-0.073750
535.000000,0.181078,0.158294,-0.087933
536.000000,0.180961,0.151403,-0.099117
537.000000,0.181186,0.143286,-0.110895
538.000000,0.180456,0.133605,-0.121302
539.000000,0.180540,0.123424,-0.131762
540.000000,0.180358,0.111148,-0.142039
541.000000,0.180402,0.100757,-0.149643
542.000000,0.180383,0.088449,-0.157209
543.000000,0.180694,0.076184,-0.163848
544.000000,0.180767,0.062868,-0.169483
545.000000,0.180729,0.049689,-0.173764
546.000000,0.180975,0.036091,-0.177340
547.000000,0.181056,0.021949,-0.179721
548.000000,0.181395,0.007862,-0.181224
549.000000,0.180843,-0.006655,-0.180720
550.000000,0.180801,-0.020198,-0.179669
551.000000,0.180818,-0.034265,-0.177542
552.000000,0.180647,-0.047776,-0.174215
553.000000,0.180400,-0.060732,-0.169870
554.000000,0.179901,-0.073227,-0.164323
555.000000,0.179710,-0.085542,-0.158045
556.000000,0.179344,-0.095533,-0.151782
557.000000,0.178919,-0.106670,-0.143643
558.000000,0.178255,-0.116881,-0.134586
559.000000,0.177909,-0.126863,-0.124729
560.000000,0.177691,-0.136135,-0.114199
561.000000,0.178214,-0.144934,-0.103704
562.000000,0.178547,-0.152871,-0.092246
563.000000,0.179035,-0.160274,-0.079787
564.000000,0.178774,-0.165672,-0.067179
565.000000,0.179248,-0.171039,-0.053625
566.000000,0.179278,-0.174692,-0.040291
567.000000,0.179623,-0.177623,-0.026731
568.000000,0.179056,-0.178603,-0.012737
569.000000,0.178303,-0.178299,0.001200
570.000000,0.178435,-0.177734,0.015798
571.000000,0.178364,-0.175856,0.029809
572.000000,0.178579,-0.173048,0.044102
573.000000,0.178701,-0.169027,0.057999
574.000000,0.178907,-0.164073,0.071327
575.000000,0.179469,-0.158227,0.084695
576.000000,0.179393,-0.151091,0.096712
577.000000,0.179210,-0.142940,0.108094
578.000000,0.178757,-0.133552,0.118818
579.000000,0.178624,-0.123324,0.129220
580.000000,0.178513,-0.112214,0.138834
581.000000,0.178809,-0.101014,0.147543
582.000000,0.179192,-0.089233,0.155394
583.000000,0.179786,-0.076733,0.162588
584.000000,0.180239,-0.063700,0.168607
585.000000,0.180800,-0.050443,0.173621
586.000000,0.181217,-0.036712,0.177459
587.000000,0.181231,-0.022914,0.179777
588.000000,0.181990,-0.008409,0.181796
589.000000,0.181782,0.005594,0.181696
590.000000,0.181580,0.020025,0.180473
591.000000,0.181847,0.033763,0.178685
592.000000,0.181205,0.047030,0.174995
593.000000,0.180817,0.060466,0.170407
594.000000,0.180551,0.073585,0.164875
595.000000,0.180669,0.086204,0.158777
596.000000,0.179995,0.098127,0.150895
597.000000,0.179515,0.109137,0.142529
598.000000,0.179233,0.120063,0.133077
599.000000,0.179190,0.130168,0.123147
600.000000,0.179743,0.139901,0.112850
