environment,primitive,field_mode,radius,avg_dist_origin,std_dist_origin,avg_dist_to_est_center,std_dist_to_est_center,est_center_x_mean,est_center_x_std,est_center_y_mean,est_center_y_std
vortex1,4R_orbiter_advanced,analytical,0.3,0.357137347432323,0.014411614104439549,0.3571373475381968,0.014411614113415083,1.1674591782050494e-11,7.499373570705896e-11,5.56818178600783e-12,7.604663615372564e-11
vortex1,4R_orbiter_advanced,analytical,0.4,0.44602097101427196,0.011452840981701623,0.4460209711231037,0.011452840986785671,1.312105134044602e-12,7.638584032425618e-11,-4.536174918467672e-12,7.819539416865967e-11
vortex1,4R_orbiter_advanced,analytical,0.5,0.5382270242718334,0.009493041759371393,0.5382270243811275,0.009493041763052157,1.1264566096067704e-11,7.62970076049166e-11,9.074963346935805e-12,7.729868152551948e-11
vortex1,4R_orbiter_advanced,analytical,0.6,0.6325900533991672,0.00805092956619937,0.6325900535081918,0.00805092956914301,2.3320321335078747e-11,7.415990753087977e-11,-3.1415422170518812e-12,7.659511189309047e-11
vortex1,4R_orbiter_advanced,nn,0.1,0.20178874444417216,0.03978887464597916,0.19794431654253722,0.02845911769326897,0.018324260383580895,0.011324784581585777,-0.018278453715715574,0.013241059054417399
vortex1,4R_orbiter_advanced,nn,0.2,0.32061902169867634,0.047101605913670026,0.27358226306133704,0.031374450187401016,0.02021604868755752,0.03788780949942127,-0.027101421230121582,0.037347963121778543
vortex1,4R_orbiter_advanced,nn,0.3,0.4017909194383022,0.040941230735652825,0.35390773592423463,0.031139083296511973,0.014964287044568234,0.041538239405082174,-0.021465588224515292,0.04458440031764027
vortex1,4R_orbiter_advanced,nn,0.4,0.47410408192590675,0.03412281361769774,0.43926632660381737,0.03542761922891055,0.02136524973194304,0.038564532807837,-0.018433236797115605,0.04094057281016527
vortex1,4R_orbiter_advanced,nn,0.5,0.5291688756091779,0.03166441804727104,0.5315909084490783,0.04693093689390223,0.02610416747717194,0.044362365387897805,-0.009050759190849867,0.04618491448476516
vortex1,4R_orbiter_advanced,nn,0.6,0.5779141039870749,0.0379511835336368,0.6358020363205992,0.06045822787055711,0.036761378644178735,0.06353225776273128,0.001758045940988843,0.07224981260075986
vortex1,4R_orbiter_advanced,rbf,0.1,0.24541628622461956,0.051621561509028746,0.2413838132535595,0.08924905697117323,0.019992832912164887,0.08719798309007327,-0.02148537374832759,0.06112309165848593
vortex1,4R_orbiter_advanced,rbf,0.2,0.3054024972285066,0.038516401348829346,0.3009899241572334,0.1593230917180957,-0.0029003765454449805,0.11611397177675269,-0.015018900243874173,0.12874607501922875
